t,gt_x,gt_y,kiss_x,kiss_y,ov_x,ov_y,ego_x,ego_y
1.772,1.1097,-0.0125,-0.2988,0.3427,-1.1160,0.0043,-0.3567,0.3972
1.794,1.1259,-0.0100,-0.2988,0.3427,-1.1272,0.0023,-0.3565,0.3988
1.814,1.1346,-0.0087,-0.2988,0.3427,-1.1359,0.0024,-0.3565,0.3988
1.836,1.1510,-0.0062,-0.2546,0.3738,-1.1471,0.0005,-0.3563,0.4005
1.858,1.1608,-0.0047,-0.2546,0.3738,-1.1639,-0.0024,-0.3561,0.4021
1.878,1.1695,-0.0034,-0.2546,0.3738,-1.1751,-0.0043,-0.3561,0.4021
1.900,1.1848,-0.0011,-0.2546,0.3738,-1.1901,-0.0061,-0.3560,0.4038
1.922,1.1935,0.0002,-0.2546,0.3738,-1.2013,-0.0081,-0.3560,0.4038
1.942,1.2022,0.0015,-0.2546,0.3738,-1.2125,-0.0100,-0.3558,0.4055
1.964,1.2207,0.0043,-0.2546,0.3738,-1.2237,-0.0120,-0.3556,0.4071
1.986,1.2293,0.0057,-0.2546,0.3738,-1.2349,-0.0139,-0.3556,0.4071
2.006,1.2380,0.0070,-0.2546,0.3738,-1.2461,-0.0159,-0.3554,0.4088
2.028,1.2554,0.0097,-0.2546,0.3738,-1.2648,-0.0147,-0.3552,0.4105
2.050,1.2641,0.0111,-0.2121,0.3488,-1.2760,-0.0166,-0.3552,0.4105
2.070,1.2738,0.0126,-0.2121,0.3488,-1.2872,-0.0185,-0.2745,0.4124
2.092,1.2912,0.0154,-0.2121,0.3488,-1.2983,-0.0204,-0.2732,0.4141
2.112,1.2998,0.0168,-0.2121,0.3488,-1.3106,-0.0206,-0.2732,0.4141
2.134,1.3085,0.0182,-0.2121,0.3488,-1.3217,-0.0225,-0.2719,0.4158
2.156,1.3182,0.0198,-0.2121,0.3488,-1.3329,-0.0245,-0.2707,0.4174
2.176,1.3366,0.0229,-0.2121,0.3488,-1.3440,-0.0264,-0.2707,0.4174
2.198,1.3452,0.0243,-0.2121,0.3488,-1.3607,-0.0294,-0.2694,0.4191
2.220,1.3538,0.0258,-0.2121,0.3488,-1.3714,-0.0318,-0.2694,0.4191
2.240,1.3710,0.0288,-0.1661,0.3445,-1.3824,-0.0339,-0.2681,0.4208
2.262,1.3806,0.0305,-0.1661,0.3445,-1.3934,-0.0360,-0.2668,0.4224
2.284,1.3891,0.0321,-0.1661,0.3445,-1.4043,-0.0381,-0.2668,0.4224
2.304,1.3986,0.0339,-0.1661,0.3445,-1.4152,-0.0402,-0.2655,0.4241
2.326,1.4155,0.0371,-0.1661,0.3445,-1.4291,-0.0422,-0.2642,0.4258
2.346,1.4250,0.0390,-0.1661,0.3445,-1.4455,-0.0455,-0.2642,0.4258
2.368,1.4345,0.0409,-0.1661,0.3445,-1.4563,-0.0478,-0.2630,0.4274
2.390,1.4439,0.0428,-0.1661,0.3445,-1.4671,-0.0501,-0.2617,0.4291
2.410,1.4595,0.0460,-0.1661,0.3445,-1.4780,-0.0514,-0.2617,0.4291
2.432,1.4689,0.0480,-0.1661,0.3445,-1.4888,-0.0537,-0.2604,0.4308
2.454,1.4772,0.0498,-0.1183,0.3385,-1.4995,-0.0561,-0.2604,0.4308
2.474,1.4855,0.0515,-0.1183,0.3385,-1.5102,-0.0584,-0.1827,0.4190
2.496,1.5031,0.0554,-0.1183,0.3385,-1.5208,-0.0608,-0.1804,0.4205
2.518,1.5103,0.0570,-0.1183,0.3385,-1.5372,-0.0666,-0.1804,0.4205
2.538,1.5196,0.0590,-0.1183,0.3385,-1.5478,-0.0692,-0.1780,0.4220
2.560,1.5382,0.0633,-0.1183,0.3385,-1.5584,-0.0717,-0.1758,0.4234
2.582,1.5475,0.0654,-0.1183,0.3385,-1.5690,-0.0743,-0.1758,0.4234
2.602,1.5558,0.0673,-0.1183,0.3385,-1.5797,-0.0769,-0.1734,0.4250
2.624,1.5641,0.0693,-0.1183,0.3385,-1.5872,-0.0789,-0.1710,0.4265
2.644,1.5807,0.0734,-0.0888,0.3556,-1.5977,-0.0816,-0.1710,0.4265
2.666,1.5900,0.0757,-0.0888,0.3556,-1.6083,-0.0843,-0.1688,0.4279
2.688,1.5993,0.0782,-0.0888,0.3556,-1.6240,-0.0886,-0.1688,0.4279
2.708,1.6086,0.0806,-0.0888,0.3556,-1.6262,-0.0894,-0.1664,0.4294
2.730,1.6262,0.0854,-0.0888,0.3556,-1.6365,-0.0923,-0.1641,0.4309
2.752,1.6354,0.0881,-0.0888,0.3556,-1.6467,-0.0953,-0.1641,0.4309
2.772,1.6447,0.0908,-0.0888,0.3556,-1.6568,-0.0984,-0.1618,0.4323
2.794,1.6528,0.0932,-0.0888,0.3556,-1.6670,-0.1015,-0.1595,0.4338
2.816,1.6621,0.0960,-0.0888,0.3556,-1.6745,-0.1040,-0.1595,0.4338
2.836,1.6784,0.1010,-0.0696,0.3438,-1.6845,-0.1072,-0.1571,0.4353
2.858,1.6876,0.1039,-0.0696,0.3438,-1.6995,-0.1120,-0.1365,0.4331
2.880,1.6968,0.1067,-0.0696,0.3438,-1.7095,-0.1152,-0.1365,0.4331
2.900,1.7131,0.1119,-0.0696,0.3438,-1.7194,-0.1185,-0.1338,0.4346
2.922,1.7213,0.1145,-0.0696,0.3438,-1.7287,-0.1208,-0.1338,0.4346
2.942,1.7294,0.1172,-0.0696,0.3438,-1.7386,-0.1240,-0.1312,0.4360
2.964,1.7458,0.1225,-0.0696,0.3438,-1.7485,-0.1273,-0.1287,0.4374
2.986,1.7539,0.1252,-0.0696,0.3438,-1.7583,-0.1307,-0.1287,0.4374
3.006,1.7621,0.1279,-0.0696,0.3438,-1.7682,-0.1340,-0.1261,0.4389
3.028,1.7702,0.1306,-0.0696,0.3438,-1.7760,-0.1347,-0.1235,0.4403
3.050,1.7873,0.1364,-0.0322,0.3573,-1.7855,-0.1379,-0.1235,0.4403
3.070,1.7963,0.1394,-0.0322,0.3573,-1.7949,-0.1411,-0.1210,0.4417
3.092,1.8053,0.1425,-0.0322,0.3573,-1.8043,-0.1444,-0.1184,0.4432
3.114,1.8143,0.1456,-0.0322,0.3573,-1.8151,-0.1509,-0.1184,0.4432
3.134,1.8311,0.1516,-0.0322,0.3573,-1.8244,-0.1543,-0.1158,0.4446
3.156,1.8400,0.1547,-0.0322,0.3573,-1.8336,-0.1576,-0.1133,0.4460
3.176,1.8479,0.1575,-0.0322,0.3573,-1.8475,-0.1626,-0.1133,0.4460
3.198,1.8558,0.1604,-0.0322,0.3573,-1.8566,-0.1660,-0.1107,0.4474
3.220,1.8715,0.1661,-0.0322,0.3573,-1.8663,-0.1685,-0.1107,0.4474
3.240,1.8793,0.1689,-0.0322,0.3573,-1.8754,-0.1718,-0.1080,0.4489
3.262,1.8882,0.1722,-0.0322,0.3573,-1.8845,-0.1752,-0.1056,0.4503
3.284,1.9038,0.1781,-0.0322,0.3573,-1.8935,-0.1786,-0.1056,0.4503
3.304,1.9126,0.1814,-0.0322,0.3573,-1.9025,-0.1820,-0.1029,0.4517
3.326,1.9213,0.1848,-0.0322,0.3573,-1.9119,-0.1842,-0.1003,0.4532
3.348,1.9301,0.1882,-0.0322,0.3573,-1.9253,-0.1895,-0.1003,0.4532
3.368,1.9388,0.1917,-0.0322,0.3573,-1.9342,-0.1930,-0.0978,0.4546
3.390,1.9553,0.1984,-0.0322,0.3573,-1.9430,-0.1966,-0.0952,0.4560
3.412,1.9631,0.2016,-0.0322,0.3573,-1.9666,-0.2056,-0.0952,0.4560
3.432,1.9708,0.2048,-0.0322,0.3573,-1.9756,-0.2094,-0.0926,0.4575
3.454,1.9843,0.2105,0.1020,0.3991,-1.9845,-0.2132,-0.0926,0.4575
3.474,1.9920,0.2138,0.1020,0.3991,-1.9935,-0.2170,-0.0138,0.5014
3.496,2.0007,0.2175,0.1020,0.3991,-2.0024,-0.2209,-0.0101,0.5034
3.518,2.0151,0.2237,0.1020,0.3991,-2.0211,-0.2270,-0.0101,0.5034
3.538,2.0228,0.2270,0.1020,0.3991,-2.0301,-0.2309,-0.0064,0.5055
3.560,2.0314,0.2308,0.1020,0.3991,-2.0390,-0.2348,-0.0030,0.5074
3.582,2.0477,0.2379,0.1020,0.3991,-2.0478,-0.2387,-0.0030,0.5074
3.602,2.0563,0.2417,0.1020,0.3991,-2.0567,-0.2426,0.0007,0.5094
3.624,2.0640,0.2451,0.1020,0.3991,-2.0669,-0.2460,0.0044,0.5115
3.646,2.0786,0.2514,0.1784,0.3683,-2.0758,-0.2499,0.0044,0.5115
3.666,2.0863,0.2548,0.1784,0.3683,-2.0848,-0.2537,0.0079,0.5134
3.688,2.0942,0.2581,0.1784,0.3683,-2.0983,-0.2593,0.0079,0.5134
3.708,2.1098,0.2646,0.1784,0.3683,-2.1105,-0.2646,0.0116,0.5155
3.730,2.1177,0.2678,0.1784,0.3683,-2.1196,-0.2682,0.0153,0.5175
3.752,2.1265,0.2714,0.1784,0.3683,-2.1286,-0.2718,0.0153,0.5175
3.772,2.1344,0.2746,0.1784,0.3683,-2.1377,-0.2754,0.0188,0.5195
3.794,2.1512,0.2813,0.1784,0.3683,-2.1468,-0.2789,0.0225,0.5215
3.816,2.1591,0.2844,0.1784,0.3683,-2.1630,-0.2855,0.0225,0.5215
3.836,2.1680,0.2879,0.3037,0.4148,-2.1675,-0.2873,0.0262,0.5236
3.858,2.1818,0.2934,0.3037,0.4148,-2.1812,-0.2925,0.1840,0.5522
3.880,2.1908,0.2969,0.3037,0.4148,-2.1903,-0.2960,0.1840,0.5522
3.900,2.1977,0.2996,0.3037,0.4148,-2.1994,-0.2994,0.1899,0.5546
3.922,2.2086,0.3039,0.3037,0.4148,-2.2085,-0.3028,0.1899,0.5546
3.944,2.2244,0.3101,0.3037,0.4148,-2.2223,-0.3098,0.1957,0.5570
3.964,2.2333,0.3135,0.3037,0.4148,-2.2314,-0.3133,0.2012,0.5593
3.986,2.2422,0.3170,0.3037,0.4148,-2.2450,-0.3186,0.2012,0.5593
4.006,2.2501,0.3201,0.3037,0.4148,-2.2551,-0.3233,0.2071,0.5618
4.026,2.2668,0.3267,0.3037,0.4148,-2.2596,-0.3251,0.2129,0.5642
4.046,2.2737,0.3295,0.3992,0.4155,-2.2687,-0.3286,0.2129,0.5642
4.066,2.2826,0.3330,0.3992,0.4155,-2.2777,-0.3321,0.2184,0.5665
4.086,2.2914,0.3365,0.3992,0.4155,-2.2867,-0.3357,0.2184,0.5665
4.106,2.2993,0.3397,0.3992,0.4155,-2.3050,-0.3444,0.2243,0.5689
4.126,2.3149,0.3460,0.3992,0.4155,-2.3095,-0.3462,0.2301,0.5713
4.146,2.3238,0.3495,0.3992,0.4155,-2.3183,-0.3501,0.2301,0.5713
4.166,2.3326,0.3531,0.3992,0.4155,-2.3272,-0.3539,0.2356,0.5736
4.186,2.3405,0.3563,0.3992,0.4155,-2.3360,-0.3578,0.2356,0.5736
4.206,2.3484,0.3596,0.3992,0.4155,-2.3449,-0.3617,0.2415,0.5760
4.226,2.3651,0.3664,0.3992,0.4155,-2.3569,-0.3670,0.2473,0.5785
4.246,2.3730,0.3697,0.5138,0.4316,-2.3658,-0.3709,0.2473,0.5785
4.266,2.3819,0.3734,0.5138,0.4316,-2.3747,-0.3748,0.3880,0.6051
4.286,2.3898,0.3767,0.5138,0.4316,-2.3877,-0.3811,0.3880,0.6051
4.306,2.3976,0.3800,0.5138,0.4316,-2.3920,-0.3833,0.3957,0.6078
4.326,2.4142,0.3873,0.5138,0.4316,-2.4068,-0.3908,0.4035,0.6106
4.346,2.4230,0.3913,0.5138,0.4316,-2.4197,-0.3976,0.4035,0.6106
4.366,2.4317,0.3954,0.5138,0.4316,-2.4240,-0.3998,0.4107,0.6132
4.386,2.4395,0.3989,0.5138,0.4316,-2.4367,-0.4067,0.4107,0.6132
4.406,2.4472,0.4025,0.5138,0.4316,-2.4410,-0.4090,0.4185,0.6160
4.426,2.4628,0.4095,0.5138,0.4316,-2.4519,-0.4136,0.4262,0.6187
4.446,2.4696,0.4126,0.5950,0.4337,-2.4604,-0.4180,0.4262,0.6187
4.466,2.4784,0.4165,0.5950,0.4337,-2.4690,-0.4225,0.4335,0.6213
4.486,2.4852,0.4195,0.5950,0.4337,-2.4775,-0.4268,0.4335,0.6213
4.506,2.5018,0.4269,0.5950,0.4337,-2.4859,-0.4312,0.4412,0.6241
4.526,2.5095,0.4303,0.5950,0.4337,-2.4983,-0.4383,0.4490,0.6269
4.546,2.5180,0.4343,0.5950,0.4337,-2.5025,-0.4405,0.4490,0.6269
4.566,2.5256,0.4378,0.5950,0.4337,-2.5106,-0.4449,0.4562,0.6295
4.586,2.5331,0.4414,0.5950,0.4337,-2.5186,-0.4494,0.4562,0.6295
4.606,2.5490,0.4491,0.5950,0.4337,-2.5280,-0.4542,0.4640,0.6322
4.626,2.5564,0.4527,0.5950,0.4337,-2.5360,-0.4588,0.4717,0.6350
4.646,2.5619,0.4555,0.6567,0.4829,-2.5478,-0.4657,0.4717,0.6350
4.666,2.5701,0.4596,0.6567,0.4829,-2.5517,-0.4680,0.5186,0.6813
4.686,2.5848,0.4670,0.6567,0.4829,-2.5633,-0.4749,0.5186,0.6813
4.706,2.5920,0.4707,0.6567,0.4829,-2.5683,-0.4780,0.5269,0.6846
4.726,2.6002,0.4750,0.6567,0.4829,-2.5760,-0.4827,0.5352,0.6880
4.746,2.6084,0.4792,0.6567,0.4829,-2.5837,-0.4874,0.5352,0.6880
4.766,2.6166,0.4835,0.6567,0.4829,-2.5914,-0.4921,0.5430,0.6912
4.786,2.6311,0.4911,0.6567,0.4829,-2.5990,-0.4968,0.5430,0.6912
4.806,2.6383,0.4950,0.6567,0.4829,-2.6069,-0.5005,0.5512,0.6946
4.826,2.6455,0.4988,0.6567,0.4829,-2.6145,-0.5053,0.5595,0.6980
4.846,2.6581,0.5057,0.7333,0.4890,-2.6221,-0.5100,0.5595,0.6980
4.866,2.6662,0.5101,0.7333,0.4890,-2.6296,-0.5148,0.5673,0.7011
4.886,2.6734,0.5140,0.7333,0.4890,-2.6371,-0.5196,0.5673,0.7011
4.906,2.6806,0.5180,0.7333,0.4890,-2.6427,-0.5236,0.5756,0.7045
4.926,2.6877,0.5220,0.7333,0.4890,-2.6501,-0.5284,0.5839,0.7079
4.946,2.7029,0.5305,0.7333,0.4890,-2.6575,-0.5332,0.5839,0.7079
4.966,2.7100,0.5346,0.7333,0.4890,-2.6648,-0.5380,0.5917,0.7111
4.986,2.7171,0.5386,0.7333,0.4890,-2.6721,-0.5429,0.5917,0.7111
5.006,2.7242,0.5428,0.7333,0.4890,-2.6782,-0.5475,0.6000,0.7144
5.026,2.7382,0.5512,0.7333,0.4890,-2.6853,-0.5525,0.6083,0.7178
5.046,2.7435,0.5544,0.7790,0.4759,-2.6959,-0.5601,0.6083,0.7178
5.066,2.7513,0.5592,0.7790,0.4759,-2.6994,-0.5626,0.6391,0.7014
5.086,2.7574,0.5630,0.7790,0.4759,-2.7065,-0.5677,0.6391,0.7014
5.106,2.7721,0.5722,0.7790,0.4759,-2.7127,-0.5734,0.6477,0.7045
5.126,2.7790,0.5766,0.7790,0.4759,-2.7196,-0.5785,0.6563,0.7076
5.146,2.7868,0.5815,0.7790,0.4759,-2.7299,-0.5862,0.6563,0.7076
5.166,2.7945,0.5865,0.7790,0.4759,-2.7333,-0.5888,0.6644,0.7105
5.186,2.8014,0.5909,0.7790,0.4759,-2.7402,-0.5940,0.6644,0.7105
5.206,2.8160,0.6004,0.7790,0.4759,-2.7466,-0.5986,0.6730,0.7136
5.226,2.8236,0.6056,0.7790,0.4759,-2.7533,-0.6039,0.6816,0.7167
5.246,2.8304,0.6104,0.8796,0.4730,-2.7633,-0.6122,0.6816,0.7167
5.266,2.8380,0.6158,0.8796,0.4730,-2.7665,-0.6150,0.6897,0.7196
5.286,2.8447,0.6207,0.8796,0.4730,-2.7730,-0.6208,0.6897,0.7196
5.306,2.8522,0.6263,0.8796,0.4730,-2.7834,-0.6293,0.6983,0.7227
5.326,2.8663,0.6371,0.8796,0.4730,-2.7867,-0.6323,0.7069,0.7258
5.346,2.8729,0.6423,0.8796,0.4730,-2.7930,-0.6382,0.7069,0.7258
5.366,2.8804,0.6481,0.8796,0.4730,-2.7994,-0.6442,0.7150,0.7287
5.386,2.8878,0.6540,0.8796,0.4730,-2.8088,-0.6533,0.7150,0.7287
5.406,2.8944,0.6592,0.8796,0.4730,-2.8149,-0.6591,0.7236,0.7318
5.426,2.9076,0.6697,0.8796,0.4730,-2.8180,-0.6621,0.7323,0.7349
5.446,2.9149,0.6756,0.8796,0.4730,-2.8242,-0.6681,0.7323,0.7349
5.466,2.9214,0.6808,0.8796,0.4730,-2.8303,-0.6741,0.7404,0.7379
5.486,2.9278,0.6861,0.8796,0.4730,-2.8363,-0.6801,0.7404,0.7379
5.506,2.9390,0.6952,0.9494,0.4920,-2.8396,-0.6861,0.7490,0.7410
5.526,2.9462,0.7012,0.9494,0.4920,-2.8454,-0.6921,0.8014,0.7522
5.546,2.9533,0.7071,0.9494,0.4920,-2.8540,-0.7011,0.8014,0.7522
5.566,2.9604,0.7131,0.9494,0.4920,-2.8569,-0.7041,0.8101,0.7552
5.586,2.9675,0.7192,0.9494,0.4920,-2.8626,-0.7101,0.8101,0.7552
5.606,2.9737,0.7245,0.9494,0.4920,-2.8718,-0.7167,0.8193,0.7584
5.626,2.9807,0.7306,0.9494,0.4920,-2.8745,-0.7197,0.8286,0.7616
5.646,2.9947,0.7427,0.9494,0.4920,-2.8801,-0.7257,0.8286,0.7616
5.666,3.0009,0.7481,0.9494,0.4920,-2.8856,-0.7316,0.8372,0.7647
5.686,3.0071,0.7535,0.9494,0.4920,-2.8911,-0.7375,0.8372,0.7647
5.706,3.0132,0.7588,0.9494,0.4920,-2.8969,-0.7398,0.8465,0.7679
5.726,3.0202,0.7649,0.9494,0.4920,-2.9023,-0.7456,0.8557,0.7711
5.746,3.0310,0.7743,1.1458,0.6529,-2.9077,-0.7514,0.8557,0.7711
5.766,3.0371,0.7796,1.1458,0.6529,-2.9131,-0.7571,1.0165,1.0181
5.786,3.0433,0.7850,1.1458,0.6529,-2.9185,-0.7629,1.0165,1.0181
5.806,3.0556,0.7957,1.1458,0.6529,-2.9250,-0.7655,1.0279,1.0248
5.826,3.0618,0.8010,1.1458,0.6529,-2.9303,-0.7711,1.0393,1.0314
5.846,3.0687,0.8071,1.1458,0.6529,-2.9383,-0.7795,1.0393,1.0314
5.866,3.0756,0.8131,1.1458,0.6529,-2.9410,-0.7823,1.0500,1.0377
5.886,3.0817,0.8185,1.1458,0.6529,-2.9462,-0.7879,1.0500,1.0377
5.906,3.0946,0.8299,1.1458,0.6529,-2.9557,-0.8137,1.0614,1.0444
5.926,3.1007,0.8352,1.1458,0.6529,-2.9635,-0.8226,1.0728,1.0510
5.946,3.1052,0.8393,1.2583,0.7358,-2.9660,-0.8256,1.0728,1.0510
5.966,3.1113,0.8447,1.2583,0.7358,-2.9712,-0.8315,1.0835,1.0573
5.986,3.1242,0.8561,1.2583,0.7358,-2.9764,-0.8373,1.0835,1.0573
6.006,3.1302,0.8614,1.2583,0.7358,-3.0020,-0.8503,1.0949,1.0640
6.026,3.1370,0.8675,1.2583,0.7358,-3.0075,-0.8563,1.1063,1.0707
6.046,3.1423,0.8721,1.2583,0.7358,-3.0130,-0.8622,1.1063,1.0707
6.066,3.1543,0.8829,1.2583,0.7358,-3.0184,-0.8682,1.1170,1.0770
6.086,3.1604,0.8882,1.2583,0.7358,-3.0238,-0.8741,1.1170,1.0770
6.106,3.1671,0.8942,1.2583,0.7358,-3.0467,-0.8844,1.1284,1.0836
6.126,3.1739,0.9003,1.2583,0.7358,-3.0524,-0.8904,1.1398,1.0903
