t,gt_x,gt_y,kiss_x,kiss_y,ov_x,ov_y,ego_x,ego_y
0.000,0.3343,-0.0198,-0.6799,0.3290,-0.3472,0.0038,-0.7653,0.3560
0.022,0.3346,-0.0198,-0.6918,0.3140,-0.3493,0.0034,-0.7674,0.3574
0.044,0.3353,-0.0199,-0.6918,0.3140,-0.3512,0.0033,-0.7694,0.3588
0.066,0.3368,-0.0203,-0.6918,0.3140,-0.3533,0.0033,-0.7694,0.3588
0.086,0.3380,-0.0205,-0.6918,0.3140,-0.3511,0.0037,-0.7715,0.3602
0.108,0.3394,-0.0208,-0.6918,0.3140,-0.3523,0.0038,-0.7736,0.3617
0.130,0.3412,-0.0212,-0.6918,0.3140,-0.3523,0.0038,-0.7736,0.3617
0.150,0.3453,-0.0220,-0.6918,0.3140,-0.3523,0.0038,-0.7756,0.3631
0.172,0.3476,-0.0223,-0.6918,0.3140,-0.3523,0.0038,-0.7756,0.3631
0.194,0.3502,-0.0227,-0.6918,0.3140,-0.3523,0.0038,-0.7777,0.3645
0.214,0.3560,-0.0234,-0.6918,0.3140,-0.3523,0.0038,-0.7798,0.3660
0.236,0.3592,-0.0238,-0.6738,0.3218,-0.3523,0.0038,-0.7798,0.3660
0.258,0.3627,-0.0242,-0.6738,0.3218,-0.3523,0.0038,-0.7523,0.3445
0.278,0.3703,-0.0249,-0.6738,0.3218,-0.3523,0.0038,-0.7539,0.3456
0.300,0.3744,-0.0253,-0.6738,0.3218,-0.3523,0.0038,-0.7539,0.3456
0.322,0.3782,-0.0256,-0.6738,0.3218,-0.3523,0.0038,-0.7556,0.3467
0.342,0.3826,-0.0260,-0.6738,0.3218,-0.3523,0.0038,-0.7572,0.3478
0.364,0.3928,-0.0269,-0.6738,0.3218,-0.4059,0.0092,-0.7572,0.3478
0.384,0.3966,-0.0272,-0.6738,0.3218,-0.3874,0.0290,-0.7589,0.3489
0.406,0.4060,-0.0280,-0.6738,0.3218,-0.3998,0.0279,-0.7589,0.3489
0.428,0.4167,-0.0288,-0.7026,0.3486,-0.4060,0.0288,-0.7606,0.3500
0.448,0.4219,-0.0292,-0.7026,0.3486,-0.4125,0.0298,-0.7622,0.3511
0.470,0.4273,-0.0296,-0.7026,0.3486,-0.4194,0.0307,-0.7622,0.3511
0.492,0.4394,-0.0304,-0.7026,0.3486,-0.4344,0.0306,-0.7638,0.3522
0.512,0.4453,-0.0308,-0.7026,0.3486,-0.4423,0.0314,-0.7655,0.3533
0.534,0.4575,-0.0316,-0.7026,0.3486,-0.4505,0.0323,-0.7655,0.3533
0.556,0.4647,-0.0320,-0.7026,0.3486,-0.4590,0.0331,-0.7671,0.3544
0.576,0.4785,-0.0328,-0.7026,0.3486,-0.4677,0.0339,-0.7688,0.3555
0.598,0.4861,-0.0333,-0.7026,0.3486,-0.4727,0.0267,-0.7688,0.3555
0.618,0.4938,-0.0337,-0.7183,0.3576,-0.4817,0.0272,-0.7705,0.3567
0.640,0.5094,-0.0345,-0.7183,0.3576,-0.4909,0.0277,-0.7981,0.3754
0.662,0.5174,-0.0349,-0.7183,0.3576,-0.5049,0.0285,-0.7981,0.3754
0.682,0.5244,-0.0352,-0.7183,0.3576,-0.5226,0.0300,-0.8001,0.3768
0.704,0.5396,-0.0359,-0.7183,0.3576,-0.5328,0.0304,-0.8001,0.3768
0.726,0.5478,-0.0362,-0.7183,0.3576,-0.5432,0.0308,-0.8022,0.3781
0.746,0.5561,-0.0365,-0.7183,0.3576,-0.5538,0.0311,-0.8041,0.3794
0.768,0.5728,-0.0371,-0.7183,0.3576,-0.5644,0.0314,-0.8041,0.3794
0.790,0.5802,-0.0373,-0.7183,0.3576,-0.5731,0.0286,-0.8062,0.3808
