t,gt_x,gt_y,ov_x,ov_y,ego_x,ego_y
8.202,3.7331,1.5971,-3.7145,-1.5640,5.9259,1.5771
8.222,3.7388,1.6039,-3.7203,-1.5709,5.9353,1.5881
8.244,3.7445,1.6106,-3.7317,-1.5814,5.9450,1.5996
8.266,3.7502,1.6174,-3.7375,-1.5883,5.9450,1.5996
8.286,3.7559,1.6241,-3.7433,-1.5952,5.9579,1.6114
8.308,3.7672,1.6377,-3.7490,-1.6022,5.9672,1.6224
8.330,3.7729,1.6446,-3.7547,-1.6091,5.9672,1.6224
8.352,3.7785,1.6514,-3.7606,-1.6159,5.9769,1.6342
8.372,3.7842,1.6583,-3.7663,-1.6229,5.9869,1.6458
8.394,3.7899,1.6653,-3.7749,-1.6335,5.9869,1.6458
8.416,3.8006,1.6784,-3.7806,-1.6406,5.9961,1.6570
8.436,3.8063,1.6854,-3.7863,-1.6476,5.9961,1.6570
8.458,3.8119,1.6924,-3.7960,-1.6610,6.0059,1.6689
8.480,3.8176,1.6994,-3.8018,-1.6683,6.0199,1.6875
8.500,3.8232,1.7065,-3.8075,-1.6756,6.0199,1.6875
8.522,3.8345,1.7205,-3.8132,-1.6828,6.0292,1.6990
8.544,3.8401,1.7276,-3.8244,-1.6940,6.0388,1.7111
8.564,3.8457,1.7347,-3.8301,-1.7013,6.0388,1.7111
8.586,3.8513,1.7417,-3.8358,-1.7085,6.0514,1.7237
8.608,3.8569,1.7488,-3.8415,-1.7158,6.0606,1.7352
8.628,3.8625,1.7559,-3.8472,-1.7230,6.0606,1.7352
8.650,3.8736,1.7701,-3.8545,-1.7307,6.0703,1.7474
8.672,3.8791,1.7772,-3.8602,-1.7380,6.0817,1.7602
8.692,3.8846,1.7843,-3.8659,-1.7453,6.0817,1.7602
8.714,3.8901,1.7914,-3.8744,-1.7562,6.0909,1.7717
8.736,3.8957,1.7986,-3.8801,-1.7635,6.0909,1.7717
8.756,3.9067,1.8128,-3.8874,-1.7711,6.1006,1.7840
8.778,3.9122,1.8200,-3.8930,-1.7784,6.1120,1.7966
8.800,3.9177,1.8271,-3.8987,-1.7856,6.1120,1.7966
8.820,3.9232,1.8343,-3.9044,-1.7929,6.1212,1.8082
8.842,3.9287,1.8414,-3.9101,-1.8002,6.1309,1.8205
8.864,3.9397,1.8557,-3.9205,-1.8124,6.1309,1.8205
8.884,3.9452,1.8629,-3.9262,-1.8197,6.1426,1.8341
8.906,3.9507,1.8701,-3.9319,-1.8271,6.1518,1.8457
8.928,3.9562,1.8773,-3.9375,-1.8344,6.1518,1.8457
8.948,3.9617,1.8845,-3.9461,-1.8439,6.1615,1.8580
8.970,3.9671,1.8917,-3.9518,-1.8513,6.1615,1.8580
8.992,3.9780,1.9061,-3.9575,-1.8587,6.1743,1.8728
9.012,3.9835,1.9133,-3.9632,-1.8661,6.1835,1.8845
9.034,3.9889,1.9205,-3.9717,-1.8771,6.1835,1.8845
9.056,3.9943,1.9278,-3.9787,-1.8855,6.1932,1.8969
9.076,3.9998,1.9350,-3.9844,-1.8929,6.2043,1.9103
9.098,4.0105,1.9496,-3.9901,-1.9003,6.2043,1.9103
9.120,4.0159,1.9568,-3.9957,-1.9077,6.2135,1.9221
9.140,4.0213,1.9641,-4.0014,-1.9152,6.2232,1.9347
9.162,4.0266,1.9714,-4.0081,-1.9241,6.2232,1.9347
9.184,4.0319,1.9787,-4.0166,-1.9356,6.2340,1.9489
9.204,4.0371,1.9860,-4.0222,-1.9432,6.2432,1.9610
9.226,4.0476,2.0007,-4.0278,-1.9509,6.2432,1.9610
9.248,4.0528,2.0081,-4.0399,-1.9648,6.2528,1.9739
9.268,4.0579,2.0154,-4.0455,-1.9726,6.2528,1.9739
9.290,4.0631,2.0228,-4.0512,-1.9804,6.2692,1.9934
9.312,4.0682,2.0302,-4.0568,-1.9882,6.2783,2.0057
9.332,4.0784,2.0449,-4.0623,-1.9960,6.2783,2.0057
9.354,4.0835,2.0523,-4.0707,-2.0089,6.2877,2.0187
9.376,4.0885,2.0598,-4.0762,-2.0167,6.2973,2.0332
9.396,4.0936,2.0672,-4.0817,-2.0245,6.2973,2.0332
9.418,4.0986,2.0746,-4.0871,-2.0323,6.3062,2.0456
9.440,4.1086,2.0895,-4.0925,-2.0401,6.3155,2.0587
9.460,4.1135,2.0970,-4.0973,-2.0475,6.3155,2.0587
9.482,4.1185,2.1045,-4.1026,-2.0554,6.3241,2.0715
9.504,4.1234,2.1120,-4.1106,-2.0671,6.3328,2.0839
9.524,4.1283,2.1195,-4.1159,-2.0749,6.3328,2.0839
9.546,4.1376,2.1336,-4.1206,-2.0825,6.3419,2.0972
9.568,4.1424,2.1412,-4.1259,-2.0903,6.3419,2.0972
9.588,4.1473,2.1487,-4.1311,-2.0982,6.3504,2.1102
9.610,4.1521,2.1562,-4.1363,-2.1060,6.3588,2.1226
9.632,4.1570,2.1638,-4.1415,-2.1138,6.3588,2.1226
9.652,4.1618,2.1713,-4.1452,-2.1228,6.3678,2.1358
9.674,4.1714,2.1865,-4.1529,-2.1346,6.3752,2.1503
9.696,4.1761,2.1941,-4.1580,-2.1425,6.3752,2.1503
9.716,4.1809,2.2017,-4.1630,-2.1503,6.3834,2.1628
9.738,4.1856,2.2093,-4.1681,-2.1582,6.3922,2.1760
9.760,4.1903,2.2169,-4.1716,-2.1686,6.3922,2.1760
9.780,4.1997,2.2322,-4.1765,-2.1766,6.3993,2.1921
9.802,4.2044,2.2398,-4.1814,-2.1845,6.3993,2.1921
9.824,4.2091,2.2475,-4.1887,-2.1964,6.4072,2.2046
9.844,4.2137,2.2551,-4.1927,-2.2060,6.4157,2.2180
9.866,4.2184,2.2628,-4.1976,-2.2139,6.4157,2.2180
9.888,4.2278,2.2780,-4.2024,-2.2218,6.4232,2.2331
9.908,4.2325,2.2856,-4.2073,-2.2297,6.4311,2.2456
9.930,4.2372,2.2932,-4.2122,-2.2375,6.4311,2.2456
9.952,4.2420,2.3008,-4.2165,-2.2454,6.4396,2.2588
9.972,4.2467,2.3083,-4.2215,-2.2532,6.4475,2.2721
9.994,4.2515,2.3158,-4.2288,-2.2649,6.4475,2.2721
10.016,4.2609,2.3310,-4.2337,-2.2727,6.4555,2.2844
10.036,4.2657,2.3385,-4.2386,-2.2805,6.4555,2.2844
10.058,4.2704,2.3461,-4.2443,-2.2925,6.4640,2.2976
10.080,4.2751,2.3537,-4.2491,-2.3005,6.4733,2.3152
10.100,4.2798,2.3613,-4.2540,-2.3083,6.4733,2.3152
10.122,4.2892,2.3764,-4.2588,-2.3162,6.4812,2.3278
10.144,4.2939,2.3839,-4.2663,-2.3296,6.4895,2.3408
10.164,4.2985,2.3914,-4.2711,-2.3374,6.4895,2.3408
10.186,4.3032,2.3989,-4.2759,-2.3452,6.4981,2.3558
10.208,4.3078,2.4065,-4.2807,-2.3530,6.5059,2.3682
10.230,4.3171,2.4215,-4.2855,-2.3608,6.5059,2.3682
10.250,4.3217,2.4290,-4.2933,-2.3710,6.5142,2.3813
10.272,4.3263,2.4365,-4.2982,-2.3789,6.5257,2.3969
10.294,4.3309,2.4441,-4.3054,-2.3907,6.5257,2.3969
10.314,4.3355,2.4517,-4.3102,-2.3986,6.5336,2.4095
10.336,4.3401,2.4593,-4.3149,-2.4066,6.5336,2.4095
10.358,4.3491,2.4745,-4.3198,-2.4135,6.5417,2.4228
10.378,4.3536,2.4822,-4.3246,-2.4215,6.5501,2.4352
10.400,4.3581,2.4899,-4.3293,-2.4295,6.5501,2.4352
10.422,4.3626,2.4976,-4.3341,-2.4375,6.5579,2.4479
10.442,4.3671,2.5053,-4.3388,-2.4455,6.5660,2.4615
10.464,4.3760,2.5208,-4.3439,-2.4555,6.5660,2.4615
10.486,4.3804,2.5285,-4.3510,-2.4677,6.5747,2.4771
10.506,4.3848,2.5363,-4.3556,-2.4758,6.5823,2.4900
10.528,4.3892,2.5441,-4.3603,-2.4840,6.5823,2.4900
10.550,4.3936,2.5519,-4.3648,-2.4941,6.5904,2.5038
10.570,4.3981,2.5598,-4.3694,-2.5024,6.5904,2.5038
10.592,4.4069,2.5756,-4.3741,-2.5106,6.5983,2.5197
10.614,4.4112,2.5835,-4.3810,-2.5231,6.6059,2.5328
10.634,4.4156,2.5915,-4.3856,-2.5315,6.6059,2.5328
10.656,4.4200,2.5994,-4.3927,-2.5500,6.6139,2.5469
10.678,4.4243,2.6075,-4.3973,-2.5586,6.6245,2.5716
10.698,4.4329,2.6235,-4.4018,-2.5673,6.6245,2.5716
10.720,4.4372,2.6316,-4.4063,-2.5760,6.6320,2.5854
10.742,4.4415,2.6397,-4.4108,-2.5848,6.6397,2.5998
10.762,4.4458,2.6478,-4.4147,-2.5928,6.6397,2.5998
10.784,4.4500,2.6559,-4.4214,-2.6059,6.6469,2.6139
10.806,4.4585,2.6722,-4.4259,-2.6147,6.6542,2.6278
10.826,4.4627,2.6804,-4.4304,-2.6235,6.6542,2.6278
10.848,4.4669,2.6885,-4.4349,-2.6344,6.6620,2.6427
10.870,4.4711,2.6967,-4.4393,-2.6432,6.6620,2.6427
10.890,4.4753,2.7049,-4.4438,-2.6521,6.6698,2.6597
10.912,4.4795,2.7131,-4.4482,-2.6610,6.6771,2.6738
10.934,4.4878,2.7295,-4.4548,-2.6743,6.6771,2.6738
10.954,4.4920,2.7378,-4.4601,-2.6877,6.6847,2.6888
10.976,4.4961,2.7460,-4.4644,-2.6967,6.6934,2.7086
10.998,4.5002,2.7543,-4.4688,-2.7058,6.6934,2.7086
11.018,4.5043,2.7625,-4.4731,-2.7148,6.7005,2.7229
11.040,4.5125,2.7790,-4.4774,-2.7239,6.7080,2.7381
11.062,4.5165,2.7873,-4.4799,-2.7325,6.7080,2.7381
11.082,4.5206,2.7956,-4.4841,-2.7415,6.7136,2.7530
11.104,4.5246,2.8038,-4.4904,-2.7551,6.7205,2.7674
11.126,4.5285,2.8121,-4.4945,-2.7642,6.7205,2.7674
11.146,4.5325,2.8204,-4.4980,-2.7710,6.7278,2.7827
11.168,4.5403,2.8370,-4.5021,-2.7800,6.7278,2.7827
11.190,4.5442,2.8453,-4.5062,-2.7890,6.7342,2.7956
11.210,4.5481,2.8536,-4.5102,-2.7980,6.7410,2.8100
11.232,4.5519,2.8619,-4.5143,-2.8070,6.7410,2.8100
11.254,4.5558,2.8702,-4.5203,-2.8213,6.7480,2.8253
11.274,4.5634,2.8868,-4.5243,-2.8303,6.7550,2.8413
11.296,4.5671,2.8951,-4.5282,-2.8393,6.7550,2.8413
11.318,4.5709,2.9034,-4.5322,-2.8483,6.7616,2.8556
11.338,4.5746,2.9117,-4.5361,-2.8573,6.7684,2.8707
11.360,4.5783,2.9199,-4.5360,-2.8616,6.7684,2.8707
11.382,4.5856,2.9363,-4.5397,-2.8704,6.7710,2.8811
11.402,4.5892,2.9445,-4.5435,-2.8792,6.7710,2.8811
11.424,4.5928,2.9526,-4.5490,-2.8923,6.7771,2.8950
11.446,4.5964,2.9608,-4.5511,-2.9042,6.7837,2.9099
11.466,4.6000,2.9690,-4.5547,-2.9130,6.7837,2.9099
11.488,4.6036,2.9772,-4.5583,-2.9219,6.7885,2.9280
11.510,4.6107,2.9937,-4.5618,-2.9307,6.7944,2.9421
11.530,4.6142,3.0020,-4.5654,-2.9396,6.7944,2.9421
11.552,4.6178,3.0103,-4.5671,-2.9471,6.8007,2.9571
11.574,4.6213,3.0186,-4.5723,-2.9604,6.8050,2.9707
11.594,4.6248,3.0269,-4.5758,-2.9693,6.8050,2.9707
11.616,4.6318,3.0435,-4.5792,-2.9782,6.8107,2.9849
11.638,4.6352,3.0519,-4.5826,-2.9872,6.8167,3.0000
11.658,4.6387,3.0602,-4.5861,-2.9990,6.8167,3.0000
11.680,4.6421,3.0686,-4.5895,-3.0080,6.8229,3.0181
11.702,4.6455,3.0769,-4.5928,-3.0170,6.8229,3.0181
11.724,4.6519,3.0927,-4.5961,-3.0261,6.8284,3.0325
11.744,4.6556,3.1020,-4.6010,-3.0396,6.8342,3.0476
11.766,4.6586,3.1095,-4.6026,-3.0454,6.8342,3.0476
11.786,4.6620,3.1179,-4.6059,-3.0544,6.8382,3.0596
11.808,4.6653,3.1263,-4.6091,-3.0633,6.8436,3.0739
11.830,4.6719,3.1431,-4.6123,-3.0723,6.8436,3.0739
11.850,4.6752,3.1516,-4.6148,-3.0822,6.8492,3.0891
11.872,4.6784,3.1600,-4.6180,-3.0912,6.8542,3.1053
11.894,4.6817,3.1685,-4.6226,-3.1047,6.8542,3.1053
11.914,4.6849,3.1770,-4.6257,-3.1137,6.8594,3.1196
11.936,4.6881,3.1854,-4.6288,-3.1227,6.8594,3.1196
11.958,4.6945,3.2024,-4.6304,-3.1307,6.8649,3.1348
11.978,4.6977,3.2109,-4.6334,-3.1397,6.8688,3.1490
12.000,4.7008,3.2194,-4.6364,-3.1487,6.8688,3.1490
12.022,4.7040,3.2279,-4.6394,-3.1577,6.8738,3.1634
12.042,4.7071,3.2363,-4.6423,-3.1667,6.8791,3.1786
12.064,4.7133,3.2534,-4.6481,-3.1840,6.8791,3.1786
12.086,4.7164,3.2619,-4.6525,-3.1978,6.8873,3.2025
12.108,4.7195,3.2704,-4.6555,-3.2070,6.8923,3.2171
12.128,4.7226,3.2789,-4.6584,-3.2162,6.8923,3.2171
12.150,4.7256,3.2874,-4.6606,-3.2252,6.8974,3.2324
12.172,4.7317,3.3045,-4.6635,-3.2344,6.9019,3.2479
12.192,4.7347,3.3130,-4.6664,-3.2436,6.9019,3.2479
12.214,4.7377,3.3216,-4.6706,-3.2575,6.9067,3.2625
12.236,4.7407,3.3302,-4.6735,-3.2667,6.9067,3.2625
12.256,4.7437,3.3387,-4.6791,-3.2816,6.9118,3.2781
12.278,4.7467,3.3473,-4.6820,-3.2910,6.9198,3.2996
12.300,4.7526,3.3645,-4.6849,-3.3003,6.9198,3.2996
12.320,4.7555,3.3730,-4.6877,-3.3096,6.9247,3.3145
12.342,4.7581,3.3806,-4.6906,-3.3189,6.9297,3.3300
12.364,4.7611,3.3891,-4.6950,-3.3329,6.9297,3.3300
12.384,4.7640,3.3976,-4.6979,-3.3422,6.9349,3.3459
12.406,4.7699,3.4146,-4.7007,-3.3515,6.9398,3.3607
12.428,4.7728,3.4231,-4.7036,-3.3608,6.9398,3.3607
12.448,4.7757,3.4316,-4.7090,-3.3743,6.9448,3.3763
12.470,4.7786,3.4401,-4.7119,-3.3836,6.9448,3.3763
12.492,4.7815,3.4486,-4.7148,-3.3929,6.9527,3.3964
12.512,4.7873,3.4656,-4.7178,-3.4023,6.9576,3.4112
12.534,4.7902,3.4741,-4.7221,-3.4163,6.9576,3.4112
12.556,4.7931,3.4826,-4.7249,-3.4248,6.9627,3.4269
12.576,4.7960,3.4910,-4.7278,-3.4341,6.9678,3.4418
12.598,4.7988,3.4995,-4.7307,-3.4434,6.9678,3.4418
12.620,4.8042,3.5156,-4.7335,-3.4527,6.9727,3.4566
12.640,4.8070,3.5241,-4.7364,-3.4620,6.9777,3.4724
12.662,4.8098,3.5326,-4.7394,-3.4710,6.9777,3.4724
12.684,4.8126,3.5411,-4.7436,-3.4849,6.9830,3.4878
12.704,4.8154,3.5496,-4.7464,-3.4942,6.9878,3.5026
12.726,4.8209,3.5667,-4.7492,-3.5036,6.9878,3.5026
12.748,4.8237,3.5752,-4.7524,-3.5152,6.9927,3.5184
12.768,4.8264,3.5837,-4.7551,-3.5246,6.9927,3.5184
12.790,4.8294,3.5932,-4.7578,-3.5340,6.9981,3.5366
12.812,4.8321,3.6018,-4.7605,-3.5435,7.0027,3.5516
12.832,4.8348,3.6104,-4.7632,-3.5529,7.0027,3.5516
12.854,4.8402,3.6277,-4.7686,-3.5662,7.0074,3.5676
12.876,4.8428,3.6365,-4.7725,-3.5806,7.0151,3.5876
12.896,4.8454,3.6452,-4.7751,-3.5903,7.0151,3.5876
12.918,4.8479,3.6540,-4.7776,-3.6000,7.0194,3.6030
12.940,4.8504,3.6628,-4.7801,-3.6097,7.0238,3.6194
12.960,4.8529,3.6716,-4.7831,-3.6177,7.0238,3.6194
12.982,4.8579,3.6894,-4.7855,-3.6275,7.0289,3.6340
13.004,4.8603,3.6982,-4.7892,-3.6421,7.0330,3.6496
13.024,4.8627,3.7071,-4.7916,-3.6518,7.0330,3.6496
13.046,4.8651,3.7159,-4.7942,-3.6595,7.0373,3.6661
13.068,4.8696,3.7326,-4.7966,-3.6691,7.0373,3.6661
13.088,4.8722,3.7424,-4.7989,-3.6787,7.0418,3.6803
13.110,4.8746,3.7511,-4.8012,-3.6883,7.0458,3.6957
13.132,4.8769,3.7599,-4.8035,-3.6979,7.0458,3.6957
13.152,4.8792,3.7687,-4.8068,-3.7075,7.0499,3.7119
13.174,4.8815,3.7775,-4.8101,-3.7219,7.0550,3.7282
13.196,4.8860,3.7950,-4.8124,-3.7314,7.0550,3.7282
13.216,4.8883,3.8038,-4.8146,-3.7410,7.0588,3.7434
13.238,4.8905,3.8125,-4.8167,-3.7505,7.0628,3.7595
13.260,4.8927,3.8213,-4.8200,-3.7632,7.0628,3.7595
13.280,4.8949,3.8300,-4.8222,-3.7728,7.0679,3.7790
13.302,4.8970,3.8388,-4.8242,-3.7823,7.0679,3.7790
13.324,4.9013,3.8563,-4.8273,-3.7967,7.0715,3.7942
13.344,4.9034,3.8651,-4.8290,-3.8045,7.0752,3.8103
13.366,4.9055,3.8738,-4.8310,-3.8140,7.0752,3.8103
13.388,4.9076,3.8826,-4.8330,-3.8235,7.0785,3.8247
13.408,4.9097,3.8913,-4.8350,-3.8330,7.0819,3.8398
13.430,4.9137,3.9088,-4.8369,-3.8424,7.0819,3.8398
13.452,4.9157,3.9176,-4.8385,-3.8511,7.0855,3.8559
13.472,4.9177,3.9264,-4.8404,-3.8605,7.0886,3.8710
13.494,4.9197,3.9351,-4.8432,-3.8746,7.0886,3.8710
13.516,4.9217,3.9439,-4.8451,-3.8840,7.0918,3.8860
13.536,4.9253,3.9605,-4.8469,-3.8935,7.0918,3.8860
13.558,4.9272,3.9692,-4.8473,-3.9008,7.0952,3.9020
13.580,4.9291,3.9780,-4.8491,-3.9101,7.0971,3.9158
13.600,4.9310,3.9868,-4.8508,-3.9195,7.0971,3.9158
13.622,4.9329,3.9956,-4.8525,-3.9288,7.1001,3.9307
13.644,4.9366,4.0132,-4.8541,-3.9429,7.1033,3.9466
13.664,4.9384,4.0219,-4.8557,-3.9522,7.1033,3.9466
13.686,4.9402,4.0307,-4.8573,-3.9616,7.1054,3.9625
13.708,4.9420,4.0395,-4.8589,-3.9709,7.1082,3.9774
13.728,4.9437,4.0483,-4.8605,-3.9802,7.1082,3.9774
13.750,4.9455,4.0571,-4.8628,-3.9921,7.1111,3.9932
13.772,4.9490,4.0748,-4.8643,-4.0015,7.1148,4.0117
13.792,4.9507,4.0836,-4.8658,-4.0109,7.1148,4.0117
13.814,4.9523,4.0924,-4.8680,-4.0250,7.1175,4.0266
13.836,4.9540,4.1013,-4.8694,-4.0344,7.1175,4.0266
13.856,4.9556,4.1101,-4.8705,-4.0444,7.1201,4.0425
13.878,4.9588,4.1279,-4.8718,-4.0539,7.1224,4.0592
13.900,4.9604,4.1369,-4.8731,-4.0634,7.1224,4.0592
13.920,4.9619,4.1458,-4.8744,-4.0729,7.1247,4.0743
13.942,4.9634,4.1547,-4.8757,-4.0824,7.1272,4.0905
13.964,4.9649,4.1637,-4.8790,-4.0989,7.1272,4.0905
13.986,4.9679,4.1817,-4.8802,-4.1085,7.1311,4.1089
14.006,4.9694,4.1907,-4.8814,-4.1181,7.1333,4.1242
14.028,4.9709,4.1997,-4.8826,-4.1278,7.1333,4.1242
14.050,4.9723,4.2087,-4.8883,-4.1420,7.1355,4.1405
14.070,4.9738,4.2178,-4.8896,-4.1517,7.1355,4.1405
14.092,4.9752,4.2268,-4.8908,-4.1614,7.1426,4.1616
14.114,4.9781,4.2449,-4.8927,-4.1760,7.1449,4.1771
14.134,4.9795,4.2540,-4.8939,-4.1857,7.1449,4.1771
14.156,4.9808,4.2631,-4.8961,-4.1948,7.1470,4.1934
14.178,4.9822,4.2722,-4.8972,-4.2045,7.1504,4.2093
14.198,4.9836,4.2812,-4.8984,-4.2142,7.1504,4.2093
14.220,4.9863,4.2994,-4.8995,-4.2239,7.1525,4.2247
14.242,4.9876,4.3085,-4.9006,-4.2336,7.1546,4.2412
14.262,4.9888,4.3175,-4.9029,-4.2428,7.1546,4.2412
14.284,4.9900,4.3266,-4.9044,-4.2572,7.1579,4.2571
14.306,4.9912,4.3356,-4.9053,-4.2668,7.1597,4.2724
14.326,4.9923,4.3446,-4.9062,-4.2764,7.1597,4.2724
14.348,4.9945,4.3625,-4.9090,-4.2877,7.1614,4.2886
14.370,4.9955,4.3715,-4.9098,-4.2973,7.1614,4.2886
14.390,4.9965,4.3805,-4.9106,-4.3068,7.1651,4.3067
14.412,4.9975,4.3894,-4.9114,-4.3163,7.1666,4.3219
14.434,4.9985,4.3984,-4.9125,-4.3306,7.1666,4.3219
14.454,5.0003,4.4163,-4.9143,-4.3354,7.1680,4.3380
14.476,5.0012,4.4252,-4.9153,-4.3496,7.1710,4.3542
14.498,5.0021,4.4342,-4.9160,-4.3591,7.1710,4.3542
14.518,5.0030,4.4431,-4.9166,-4.3686,7.1723,4.3693
14.540,5.0038,4.4521,-4.9173,-4.3781,7.1736,4.3854
14.562,5.0055,4.4700,-4.9202,-4.3885,7.1736,4.3854
14.582,5.0062,4.4790,-4.9208,-4.3980,7.1773,4.4024
14.604,5.0070,4.4879,-4.9218,-4.4123,7.1785,4.4176
14.626,5.0078,4.4969,-4.9223,-4.4218,7.1785,4.4176
14.646,5.0085,4.5058,-4.9223,-4.4312,7.1798,4.4347
14.668,5.0092,4.5148,-4.9228,-4.4407,7.1798,4.4347
14.690,5.0106,4.5327,-4.9233,-4.4502,7.1802,4.4498
14.710,5.0113,4.5417,-4.9237,-4.4597,7.1812,4.4650
14.732,5.0119,4.5507,-4.9242,-4.4692,7.1812,4.4650
14.754,5.0125,4.5597,-4.9283,-4.4862,7.1822,4.4811
14.774,5.0132,4.5686,-4.9285,-4.4909,7.1868,4.5001
14.796,5.0143,4.5866,-4.9292,-4.5052,7.1868,4.5001
14.818,5.0149,4.5956,-4.9297,-4.5148,7.1878,4.5153
14.838,5.0154,4.6046,-4.9301,-4.5243,7.1887,4.5314
14.860,5.0160,4.6136,-4.9331,-4.5343,7.1887,4.5314
14.882,5.0165,4.6227,-4.9336,-4.5439,7.1924,4.5481
14.902,5.0170,4.6318,-4.9341,-4.5535,7.1924,4.5481
14.924,5.0180,4.6500,-4.9347,-4.5680,7.1934,4.5634
14.946,5.0184,4.6591,-4.9352,-4.5806,7.1943,4.5798
14.966,5.0189,4.6683,-4.9356,-4.5903,7.1943,4.5798
14.988,5.0193,4.6774,-4.9359,-4.6000,7.1954,4.5993
15.010,5.0197,4.6866,-4.9362,-4.6097,7.1961,4.6148
15.030,5.0206,4.7049,-4.9365,-4.6194,7.1961,4.6148
15.052,5.0209,4.7141,-4.9379,-4.6323,7.1969,4.6313
15.074,5.0213,4.7233,-4.9383,-4.6470,7.1988,4.6511
15.094,5.0217,4.7324,-4.9385,-4.6568,7.1988,4.6511
15.116,5.0220,4.7416,-4.9387,-4.6666,7.1994,4.6668
15.138,5.0226,4.7600,-4.9389,-4.6764,7.1994,4.6668
15.158,5.0229,4.7692,-4.9402,-4.6876,7.1999,4.6833
15.180,5.0232,4.7784,-4.9404,-4.6974,7.2017,4.7014
15.202,5.0235,4.7876,-4.9406,-4.7072,7.2017,4.7014
15.222,5.0237,4.7968,-4.9407,-4.7170,7.2022,4.7171
15.244,5.0240,4.8060,-4.9409,-4.7313,7.2026,4.7337
15.266,5.0244,4.8245,-4.9410,-4.7410,7.2026,4.7337
15.286,5.0246,4.8337,-4.9411,-4.7508,7.2031,4.7498
15.308,5.0248,4.8429,-4.9411,-4.7605,7.2034,4.7654
15.330,5.0250,4.8521,-4.9411,-4.7703,7.2034,4.7654
15.350,5.0251,4.8613,-4.9412,-4.7793,7.2037,4.7820
15.372,5.0254,4.8798,-4.9411,-4.7890,7.2040,4.7979
15.394,5.0255,4.8890,-4.9411,-4.8036,7.2040,4.7979
15.414,5.0256,4.8982,-4.9410,-4.8133,7.2042,4.8134
15.436,5.0256,4.9074,-4.9410,-4.8230,7.2042,4.8134
15.458,5.0257,4.9167,-4.9402,-4.8320,7.2043,4.8298
15.478,5.0257,4.9259,-4.9401,-4.8417,7.2037,4.8456
15.500,5.0258,4.9443,-4.9399,-4.8513,7.2037,4.8456
15.522,5.0258,4.9535,-4.9397,-4.8609,7.2037,4.8611
15.542,5.0258,4.9628,-4.9395,-4.8706,7.2037,4.8775
15.564,5.0258,4.9720,-4.9402,-4.8840,7.2037,4.8775
15.586,5.0257,4.9812,-4.9400,-4.8935,7.2045,4.8927
15.606,5.0256,4.9997,-4.9397,-4.9031,7.2044,4.9081
15.628,5.0255,5.0089,-4.9394,-4.9127,7.2044,4.9081
15.650,5.0254,5.0181,-4.9402,-4.9267,7.2042,4.9244
15.670,5.0253,5.0274,-4.9398,-4.9363,7.2042,4.9244
15.692,5.0251,5.0366,-4.9395,-4.9459,7.2050,4.9453
15.714,5.0248,5.0550,-4.9389,-4.9604,7.2047,4.9607
15.734,5.0247,5.0643,-4.9384,-4.9700,7.2047,4.9607
15.756,5.0245,5.0735,-4.9389,-4.9842,7.2042,4.9769
15.778,5.0243,5.0827,-4.9385,-4.9939,7.2047,4.9980
15.798,5.0240,5.0920,-4.9380,-5.0036,7.2047,4.9980
15.820,5.0238,5.1012,-4.9375,-5.0133,7.2042,5.0135
15.842,5.0233,5.1196,-4.9369,-5.0230,7.2035,5.0299
15.864,5.0230,5.1289,-4.9365,-5.0385,7.2035,5.0299
15.884,5.0227,5.1381,-4.9359,-5.0482,7.2032,5.0474
15.906,5.0224,5.1473,-4.9353,-5.0579,7.2025,5.0629
15.928,5.0221,5.1566,-4.9347,-5.0675,7.2025,5.0629
15.948,5.0216,5.1750,-4.9340,-5.0794,7.2018,5.0793
15.970,5.0213,5.1841,-4.9335,-5.0891,7.2018,5.0793
15.992,5.0211,5.1933,-4.9329,-5.0988,7.2010,5.0981
16.012,5.0208,5.2023,-4.9323,-5.1083,7.2003,5.1135
16.034,5.0206,5.2114,-4.9314,-5.1226,7.2003,5.1135
16.056,5.0199,5.2295,-4.9317,-5.1341,7.1995,5.1296
16.076,5.0196,5.2385,-4.9311,-5.1436,7.1997,5.1478
16.098,5.0192,5.2474,-4.9304,-5.1531,7.1997,5.1478
16.120,5.0189,5.2564,-4.9298,-5.1625,7.1989,5.1630
16.140,5.0185,5.2653,-4.9291,-5.1720,7.1979,5.1790
16.162,5.0181,5.2743,-4.9295,-5.1840,7.1979,5.1790
16.184,5.0172,5.2922,-4.9284,-5.1982,7.1982,5.1978
16.204,5.0168,5.3011,-4.9276,-5.2077,7.1972,5.2129
16.226,5.0163,5.3100,-4.9267,-5.2171,7.1972,5.2129
16.248,5.0158,5.3189,-4.9280,-5.2311,7.1960,5.2288
16.268,5.0153,5.3278,-4.9271,-5.2406,7.1960,5.2288
16.290,5.0142,5.3456,-4.9262,-5.2501,7.1970,5.2497
16.312,5.0135,5.3545,-4.9253,-5.2596,7.1958,5.2649
16.332,5.0129,5.3634,-4.9243,-5.2691,7.1958,5.2649
16.354,5.0122,5.3723,-4.9239,-5.2853,7.1942,5.2809
16.376,5.0114,5.3812,-4.9227,-5.2949,7.1939,5.2992
16.396,5.0106,5.3901,-4.9215,-5.3044,7.1939,5.2992
16.418,5.0090,5.4080,-4.9203,-5.3139,7.1922,5.3145
16.440,5.0081,5.4169,-4.9190,-5.3234,7.1903,5.3306
16.460,5.0072,5.4258,-4.9188,-5.3329,7.1903,5.3306
