t,phase,ego_x,ego_y,gps_x,gps_y,err
1.683,on,0.5154,-0.0203,0.5154,-0.0203,0.0000
1.734,on,0.5396,-0.0208,0.5154,-0.0203,0.0242
1.785,on,0.5533,-0.0210,0.5154,-0.0203,0.0379
1.836,on,0.5806,-0.0214,0.5154,-0.0203,0.0652
1.887,on,0.6069,-0.0216,0.5154,-0.0203,0.0915
1.938,on,0.6203,-0.0215,0.5154,-0.0203,0.1049
1.989,on,0.6466,-0.0214,0.5154,-0.0203,0.1312
2.040,on,0.6599,-0.0212,0.5154,-0.0203,0.1445
2.091,on,0.6875,-0.0210,0.5154,-0.0203,0.1720
2.142,on,0.7007,-0.0206,0.5154,-0.0203,0.1853
2.193,on,0.7271,-0.0201,0.5154,-0.0203,0.2117
2.244,on,0.7403,-0.0197,0.5154,-0.0203,0.2249
2.295,on,0.7667,-0.0190,0.5154,-0.0203,0.2513
2.346,on,0.7799,-0.0184,0.5154,-0.0203,0.2645
2.397,on,0.8075,-0.0176,0.5154,-0.0203,0.2921
2.448,on,0.8207,-0.0169,0.5154,-0.0203,0.3053
2.499,on,0.8470,-0.0160,0.5154,-0.0203,0.3317
2.550,on,0.8603,-0.0151,0.5154,-0.0203,0.3449
2.601,on,0.8866,-0.0140,0.5154,-0.0203,0.3712
2.652,on,0.9129,-0.0127,0.8949,0.0097,0.0287
2.703,on,0.9096,0.0096,0.8949,0.0097,0.0147
2.754,on,0.9359,0.0106,0.8949,0.0097,0.0410
2.805,on,0.9491,0.0112,0.8949,0.0097,0.0542
2.856,on,0.9754,0.0125,0.8949,0.0097,0.0805
2.907,on,0.9885,0.0134,0.8949,0.0097,0.0937
2.958,on,1.0148,0.0151,0.8949,0.0097,0.1200
3.009,on,1.0291,0.0163,0.8949,0.0097,0.1344
3.060,on,1.0554,0.0183,0.8949,0.0097,0.1607
3.111,on,1.0685,0.0196,0.8949,0.0097,0.1739
3.162,on,1.0947,0.0219,0.8949,0.0097,0.2002
3.213,on,1.1078,0.0235,0.8949,0.0097,0.2134
3.264,on,1.1340,0.0261,0.8949,0.0097,0.2397
3.315,on,1.1483,0.0279,0.8949,0.0097,0.2541
3.366,on,1.1745,0.0308,0.8949,0.0097,0.2804
3.417,on,1.1876,0.0327,0.8949,0.0097,0.2936
3.468,on,1.2137,0.0359,0.8949,0.0097,0.3199
3.519,on,1.2399,0.0392,0.8949,0.0097,0.3463
3.570,on,1.2529,0.0413,0.8949,0.0097,0.3594
3.621,on,1.2802,0.0450,0.8949,0.0097,0.3870
3.672,on,1.2933,0.0473,1.2712,0.0742,0.0347
3.723,on,1.3077,0.0649,1.2712,0.0742,0.0376
3.774,on,1.3207,0.0670,1.2712,0.0742,0.0500
3.825,on,1.3467,0.0707,1.2712,0.0742,0.0756
3.876,on,1.3597,0.0730,1.2712,0.0742,0.0885
3.927,on,1.3869,0.0772,1.2712,0.0742,0.1157
3.978,on,1.3999,0.0796,1.2712,0.0742,0.1288
4.029,on,1.4259,0.0839,1.2712,0.0742,0.1549
4.080,on,1.4388,0.0866,1.2712,0.0742,0.1680
4.131,on,1.4647,0.0912,1.2712,0.0742,0.1942
4.182,on,1.4776,0.0940,1.2712,0.0742,0.2073
4.233,on,1.5047,0.0991,1.2712,0.0742,0.2348
4.284,on,1.5175,0.1021,1.2712,0.0742,0.2479
4.335,on,1.5434,0.1073,1.2712,0.0742,0.2741
4.386,on,1.5692,0.1127,1.2712,0.0742,0.3004
4.437,on,1.5820,0.1159,1.2712,0.0742,0.3135
4.488,on,1.6089,0.1218,1.2712,0.0742,0.3410
4.539,on,1.6217,0.1252,1.2712,0.0742,0.3541
4.590,on,1.6474,0.1311,1.2712,0.0742,0.3804
4.641,on,1.6601,0.1346,1.2712,0.0742,0.3935
4.692,on,1.6709,0.1529,1.6370,0.1676,0.0369
4.743,on,1.6836,0.1562,1.6370,0.1676,0.0480
4.794,on,1.7103,0.1625,1.6370,0.1676,0.0735
4.845,on,1.7231,0.1659,1.6370,0.1676,0.0862
4.896,on,1.7487,0.1722,1.6370,0.1676,0.1118
4.947,on,1.7614,0.1758,1.6370,0.1676,0.1247
4.998,on,1.7869,0.1824,1.6370,0.1676,0.1506
5.049,on,1.7995,0.1861,1.6370,0.1676,0.1636
5.100,on,1.8261,0.1933,1.6370,0.1676,0.1909
5.151,on,1.8387,0.1972,1.6370,0.1676,0.2039
5.202,on,1.8641,0.2043,1.6370,0.1676,0.2301
5.253,on,1.8894,0.2115,1.6370,0.1676,0.2563
5.304,on,1.9020,0.2157,1.6370,0.1676,0.2694
5.355,on,1.9271,0.2232,1.6370,0.1676,0.2955
5.406,on,1.9408,0.2278,1.6370,0.1676,0.3097
5.457,on,1.9660,0.2356,1.6370,0.1676,0.3360
5.508,on,1.9784,0.2400,1.6370,0.1676,0.3491
5.559,on,2.0035,0.2480,1.6370,0.1676,0.3753
5.610,on,2.0160,0.2525,1.6370,0.1676,0.3884
5.661,on,2.0410,0.2608,1.9891,0.2963,0.0629
5.712,on,2.0352,0.2788,1.9891,0.2963,0.0493
5.763,on,2.0601,0.2871,1.9891,0.2963,0.0715
5.814,on,2.0725,0.2916,1.9891,0.2963,0.0835
5.865,on,2.0973,0.3001,1.9891,0.2963,0.1082
5.916,on,2.1096,0.3047,1.9891,0.2963,0.1208
5.967,on,2.1344,0.3135,1.9891,0.2963,0.1463
6.018,on,2.1479,0.3187,1.9891,0.2963,0.1603
6.069,on,2.1726,0.3277,1.9891,0.2963,0.1861
6.120,on,2.1972,0.3368,1.9891,0.2963,0.2120
6.171,on,2.2094,0.3419,1.9891,0.2963,0.2250
6.222,on,2.2339,0.3513,1.9891,0.2963,0.2509
6.273,on,2.2461,0.3565,1.9891,0.2963,0.2639
6.324,on,2.2717,0.3666,1.9891,0.2963,0.2912
6.375,on,2.2838,0.3719,1.9891,0.2963,0.3042
6.426,on,2.3082,0.3819,1.9891,0.2963,0.3303
6.477,on,2.3202,0.3874,1.9891,0.2963,0.3434
6.528,on,2.3445,0.3975,1.9891,0.2963,0.3695
6.579,on,2.3565,0.4031,1.9891,0.2963,0.3826
6.630,on,2.3818,0.4139,1.9891,0.2963,0.4099
6.681,on,2.3938,0.4197,2.3316,0.4519,0.0700
6.732,on,2.3955,0.4417,2.3316,0.4519,0.0647
6.783,on,2.4075,0.4472,2.3316,0.4519,0.0760
6.834,on,2.4315,0.4577,2.3316,0.4519,0.1000
6.885,on,2.4434,0.4633,2.3316,0.4519,0.1123
6.936,on,2.4684,0.4745,2.3316,0.4519,0.1386
6.987,on,2.4923,0.4854,2.3316,0.4519,0.1641
7.038,on,2.5042,0.4912,2.3316,0.4519,0.1770
7.089,on,2.5281,0.5023,2.3316,0.4519,0.2028
7.140,on,2.5399,0.5082,2.3316,0.4519,0.2157
7.191,on,2.5647,0.5199,2.3316,0.4519,0.2427
7.242,on,2.5764,0.5260,2.3316,0.4519,0.2557
7.293,on,2.6001,0.5375,2.3316,0.4519,0.2817
7.344,on,2.6117,0.5437,2.3316,0.4519,0.2948
7.395,on,2.6353,0.5555,2.3316,0.4519,0.3208
7.446,on,2.6469,0.5619,2.3316,0.4519,0.3339
7.497,on,2.6714,0.5743,2.3316,0.4519,0.3612
7.548,on,2.6830,0.5809,2.3316,0.4519,0.3743
7.599,on,2.7065,0.5932,2.3316,0.4519,0.4006
7.650,on,2.7180,0.5999,2.3316,0.4519,0.4137
7.701,on,2.7150,0.6219,2.6558,0.6332,0.0603
7.752,on,2.7380,0.6342,2.6558,0.6332,0.0822
7.803,on,2.7505,0.6414,2.6558,0.6332,0.0951
7.854,on,2.7734,0.6540,2.6558,0.6332,0.1195
7.905,on,2.7848,0.6607,2.6558,0.6332,0.1319
7.956,on,2.8076,0.6736,2.6558,0.6332,0.1572
8.007,on,2.8190,0.6805,2.6558,0.6332,0.1700
8.058,on,2.8418,0.6937,2.6558,0.6332,0.1956
8.109,on,2.8539,0.7012,2.6558,0.6332,0.2095
8.160,on,2.8765,0.7145,2.6558,0.6332,0.2352
8.211,on,2.8877,0.7218,2.6558,0.6332,0.2483
8.262,on,2.9102,0.7354,2.6558,0.6332,0.2742
8.313,on,2.9213,0.7427,2.6558,0.6332,0.2872
8.364,on,2.9437,0.7565,2.6558,0.6332,0.3132
8.415,on,2.9557,0.7645,2.6558,0.6332,0.3274
8.466,on,2.9780,0.7786,2.6558,0.6332,0.3535
8.517,on,2.9888,0.7862,2.6558,0.6332,0.3664
8.568,on,3.0108,0.8004,2.6558,0.6332,0.3924
8.619,on,3.0328,0.8149,2.6558,0.6332,0.4185
8.670,on,3.0435,0.8227,2.9656,0.8452,0.0811
8.721,on,3.0387,0.8457,2.9656,0.8452,0.0732
8.772,on,3.0495,0.8533,2.9656,0.8452,0.0843
8.823,on,3.0712,0.8680,2.9656,0.8452,0.1080
8.874,on,3.0819,0.8758,2.9656,0.8452,0.1202
8.925,on,3.1034,0.8907,2.9656,0.8452,0.1451
8.976,on,3.1140,0.8986,2.9656,0.8452,0.1577
9.027,on,3.1363,0.9145,2.9656,0.8452,0.1843
9.078,on,3.1468,0.9226,2.9656,0.8452,0.1971
9.129,on,3.1680,0.9380,2.9656,0.8452,0.2227
9.180,on,3.1784,0.9462,2.9656,0.8452,0.2356
9.231,on,3.1995,0.9619,2.9656,0.8452,0.2615
9.282,on,3.2098,0.9703,2.9656,0.8452,0.2744
9.333,on,3.2317,0.9869,2.9656,0.8452,0.3015
9.384,on,3.2419,0.9954,2.9656,0.8452,0.3145
9.435,on,3.2626,1.0116,2.9656,0.8452,0.3405
9.486,on,3.2833,1.0278,2.9656,0.8452,0.3665
9.537,on,3.2934,1.0365,2.9656,0.8452,0.3795
9.588,on,3.3149,1.0537,2.9656,0.8452,0.4068
9.639,on,3.3248,1.0624,2.9656,0.8452,0.4198
9.690,on,3.3161,1.0839,3.2527,1.0847,0.0634
9.741,on,3.3261,1.0924,3.2527,1.0847,0.0738
9.792,on,3.3462,1.1090,3.2527,1.0847,0.0967
9.843,on,3.3562,1.1177,3.2527,1.0847,0.1086
9.894,on,3.3771,1.1352,3.2527,1.0847,0.1343
9.945,on,3.3870,1.1440,3.2527,1.0847,0.1468
9.996,on,3.4069,1.1611,3.2527,1.0847,0.1721
10.047,on,3.4167,1.1700,3.2527,1.0847,0.1848
10.098,on,3.4364,1.1873,3.2527,1.0847,0.2104
10.149,on,3.4461,1.1963,3.2527,1.0847,0.2233
10.200,on,3.4666,1.2145,3.2527,1.0847,0.2502
10.251,on,3.4762,1.2238,3.2527,1.0847,0.2632
10.302,on,3.4956,1.2415,3.2527,1.0847,0.2891
10.353,on,3.5150,1.2593,3.2527,1.0847,0.3151
10.404,on,3.5243,1.2687,3.2527,1.0847,0.3281
10.455,on,3.5435,1.2868,3.2527,1.0847,0.3541
10.506,on,3.5536,1.2971,3.2527,1.0847,0.3683
10.557,on,3.5726,1.3153,3.2527,1.0847,0.3943
10.608,on,3.5816,1.3250,3.2527,1.0847,0.4074
10.659,on,3.6004,1.3435,3.5087,1.3595,0.0930
10.710,on,3.5771,1.3587,3.5087,1.3595,0.0684
10.761,on,3.5954,1.3772,3.5087,1.3595,0.0885
10.812,on,3.6051,1.3878,3.5087,1.3595,0.1005
10.863,on,3.6232,1.4067,3.5087,1.3595,0.1238
10.914,on,3.6319,1.4166,3.5087,1.3595,0.1358
10.965,on,3.6497,1.4358,3.5087,1.3595,0.1603
11.016,on,3.6582,1.4459,3.5087,1.3595,0.1727
11.067,on,3.6758,1.4653,3.5087,1.3595,0.1978
11.118,on,3.6849,1.4765,3.5087,1.3595,0.2115
11.169,on,3.7022,1.4962,3.5087,1.3595,0.2370
11.220,on,3.7193,1.5161,3.5087,1.3595,0.2625
11.271,on,3.7274,1.5266,3.5087,1.3595,0.2753
11.322,on,3.7442,1.5468,3.5087,1.3595,0.3009
11.373,on,3.7521,1.5575,3.5087,1.3595,0.3137
11.424,on,3.7695,1.5787,3.5087,1.3595,0.3407
11.475,on,3.7772,1.5895,3.5087,1.3595,0.3536
11.526,on,3.7935,1.6101,3.5087,1.3595,0.3794
11.577,on,3.8011,1.6210,3.5087,1.3595,0.3923
11.628,on,3.8172,1.6417,3.5087,1.3595,0.4182
11.679,on,3.8247,1.6527,3.7826,1.6778,0.0491
11.730,on,3.8269,1.6831,3.7826,1.6778,0.0446
11.781,on,3.8346,1.6937,3.7826,1.6778,0.0544
11.832,on,3.8506,1.7146,3.7826,1.6778,0.0773
11.883,on,3.8582,1.7254,3.7826,1.6778,0.0894
11.934,on,3.8740,1.7464,3.7826,1.6778,0.1143
11.985,on,3.8815,1.7573,3.7826,1.6778,0.1269
12.027,denied,3.8977,1.7795,3.7826,1.6778,0.1536
12.078,denied,3.9050,1.7905,3.7826,1.6778,0.1664
12.129,denied,3.9202,1.8120,3.7826,1.6778,0.1922
12.180,denied,3.9273,1.8231,3.7826,1.6778,0.2051
12.231,denied,3.9423,1.8447,3.7826,1.6778,0.2310
12.282,denied,3.9502,1.8552,3.7826,1.6778,0.2441
12.333,denied,3.9650,1.8786,3.7826,1.6778,0.2713
12.384,denied,3.9728,1.8891,3.7826,1.6778,0.2843
12.435,denied,3.9870,1.9114,3.7826,1.6778,0.3105
12.486,denied,4.0019,1.9332,3.7826,1.6778,0.3366
12.537,denied,4.0092,1.9442,3.7826,1.6778,0.3498
12.588,denied,4.0248,1.9669,3.7826,1.6778,0.3772
12.639,denied,4.0322,1.9779,3.7826,1.6778,0.3903
12.690,denied,4.0471,1.9997,3.9982,2.0396,0.0631
12.741,denied,4.0543,2.0107,3.9982,2.0396,0.0631
12.792,denied,4.0692,2.0325,3.9982,2.0396,0.0713
12.843,denied,4.0763,2.0436,3.9982,2.0396,0.0782
12.894,denied,4.0917,2.0665,3.9982,2.0396,0.0973
12.945,denied,4.0987,2.0777,3.9982,2.0396,0.1075
12.996,denied,4.1132,2.0998,3.9982,2.0396,0.1297
13.047,denied,4.1200,2.1111,3.9982,2.0396,0.1412
13.098,denied,4.1341,2.1334,3.9982,2.0396,0.1651
13.149,denied,4.1416,2.1442,3.9982,2.0396,0.1775
13.200,denied,4.1554,2.1684,3.9982,2.0396,0.2032
13.251,denied,4.1627,2.1793,3.9982,2.0396,0.2158
13.302,denied,4.1755,2.2025,3.9982,2.0396,0.2408
13.353,denied,4.1891,2.2251,3.9982,2.0396,0.2662
13.404,denied,4.1955,2.2367,3.9982,2.0396,0.2789
13.455,denied,4.2091,2.2593,3.9982,2.0396,0.3045
13.506,denied,4.2161,2.2719,3.9982,2.0396,0.3185
13.557,denied,4.2295,2.2947,3.9982,2.0396,0.3443
13.608,denied,4.2358,2.3063,3.9982,2.0396,0.3572
13.659,denied,4.2490,2.3290,4.2585,2.3840,0.0558
13.710,denied,4.2551,2.3408,4.2585,2.3840,0.0433
13.761,denied,4.2681,2.3637,4.2585,2.3840,0.0223
13.812,denied,4.2746,2.3766,4.2585,2.3840,0.0177
13.863,denied,4.2873,2.3997,4.2585,2.3840,0.0328
13.914,denied,4.2930,2.4117,4.2585,2.3840,0.0442
13.965,denied,4.3054,2.4349,4.2585,2.3840,0.0692
14.016,denied,4.3121,2.4463,4.2585,2.3840,0.0822
14.067,denied,4.3231,2.4704,4.2585,2.3840,0.1078
14.118,denied,4.3303,2.4828,4.2585,2.3840,0.1221
14.169,denied,4.3410,2.5070,4.2585,2.3840,0.1481
14.220,denied,4.3528,2.5307,4.2585,2.3840,0.1744
14.271,denied,4.3581,2.5429,4.2585,2.3840,0.1875
14.322,denied,4.3696,2.5667,4.2585,2.3840,0.2138
14.373,denied,4.3747,2.5789,4.2585,2.3840,0.2269
14.424,denied,4.3865,2.6038,4.2585,2.3840,0.2544
14.475,denied,4.3915,2.6161,4.2585,2.3840,0.2675
14.526,denied,4.4025,2.6401,4.2585,2.3840,0.2938
14.577,denied,4.4073,2.6524,4.2585,2.3840,0.3069
14.628,denied,4.4181,2.6765,4.2585,2.3840,0.3332
14.679,denied,4.4228,2.6889,4.4577,2.7402,0.0620
14.730,denied,4.4338,2.7140,4.4577,2.7402,0.0354
14.781,denied,4.4384,2.7265,4.4577,2.7402,0.0237
14.832,denied,4.4486,2.7508,4.4577,2.7402,0.0139
14.883,denied,4.4544,2.7626,4.4577,2.7402,0.0227
14.934,denied,4.4631,2.7876,4.4577,2.7402,0.0478
14.985,denied,4.4687,2.7995,4.4577,2.7402,0.0604
15.036,denied,4.4777,2.8257,4.4577,2.7402,0.0879
15.087,denied,4.4874,2.8503,4.4577,2.7402,0.1140
15.138,denied,4.4915,2.8628,4.4577,2.7402,0.1272
15.189,denied,4.5009,2.8875,4.4577,2.7402,0.1535
15.240,denied,4.5049,2.9001,4.4577,2.7402,0.1668
15.291,denied,4.5145,2.9260,4.4577,2.7402,0.1943
15.342,denied,4.5184,2.9386,4.4577,2.7402,0.2075
15.393,denied,4.5273,2.9634,4.4577,2.7402,0.2339
15.444,denied,4.5310,2.9762,4.4577,2.7402,0.2471
15.495,denied,4.5396,3.0011,4.4577,2.7402,0.2735
15.546,denied,4.5432,3.0138,4.4577,2.7402,0.2867
15.597,denied,4.5521,3.0399,4.4577,2.7402,0.3143
15.648,denied,4.5556,3.0527,4.4577,2.7402,0.3275
15.699,denied,4.5637,3.0778,4.6304,3.1049,0.0720
15.750,denied,4.5684,3.0901,4.6304,3.1049,0.0637
15.801,denied,4.5750,3.1157,4.6304,3.1049,0.0564
15.852,denied,4.5828,3.1409,4.6304,3.1049,0.0597
15.903,denied,4.5864,3.1550,4.6304,3.1049,0.0667
15.954,denied,4.5940,3.1803,4.6304,3.1049,0.0838
16.005,denied,4.5971,3.1932,4.6304,3.1049,0.0944
16.056,denied,4.6044,3.2186,4.6304,3.1049,0.1166
16.107,denied,4.6073,3.2315,4.6304,3.1049,0.1287
16.158,denied,4.6144,3.2569,4.6304,3.1049,0.1529
16.209,denied,4.6176,3.2710,4.6304,3.1049,0.1666
16.260,denied,4.6245,3.2965,4.6304,3.1049,0.1917
16.311,denied,4.6272,3.3094,4.6304,3.1049,0.2046
16.362,denied,4.6339,3.3350,4.6304,3.1049,0.2301
16.413,denied,4.6364,3.3480,4.6304,3.1049,0.2432
16.464,denied,4.6428,3.3736,4.6304,3.1049,0.2690
16.515,denied,4.6456,3.3878,4.6304,3.1049,0.2833
16.566,denied,4.6517,3.4134,4.6304,3.1049,0.3093
16.617,denied,4.6554,3.4261,4.6304,3.1049,0.3222
16.668,denied,4.6598,3.4522,4.7653,3.4730,0.1075
16.719,denied,4.6655,3.4780,4.7653,3.4730,0.0999
16.770,denied,4.6676,3.4911,4.7653,3.4730,0.0994
16.821,denied,4.6733,3.5181,4.7653,3.4730,0.1025
16.872,denied,4.6753,3.5312,4.7653,3.4730,0.1072
16.923,denied,4.6804,3.5569,4.7653,3.4730,0.1194
16.974,denied,4.6823,3.5700,4.7653,3.4730,0.1277
17.025,denied,4.6872,3.5959,4.7653,3.4730,0.1457
17.076,denied,4.6890,3.6091,4.7653,3.4730,0.1560
17.127,denied,4.6940,3.6362,4.7653,3.4730,0.1781
17.178,denied,4.6957,3.6493,4.7653,3.4730,0.1896
17.229,denied,4.7002,3.6753,4.7653,3.4730,0.2125
17.280,denied,4.7018,3.6884,4.7653,3.4730,0.2246
17.331,denied,4.7061,3.7145,4.7653,3.4730,0.2486
17.382,denied,4.7089,3.7273,4.7653,3.4730,0.2605
17.433,denied,4.7120,3.7548,4.7653,3.4730,0.2869
17.484,denied,4.7146,3.7677,4.7653,3.4730,0.2991
17.535,denied,4.7173,3.7941,4.7653,3.4730,0.3247
17.586,denied,4.7210,3.8202,4.7653,3.4730,0.3500
17.637,denied,4.7222,3.8334,4.7653,3.4730,0.3630
17.688,denied,4.7259,3.8607,4.8465,3.8449,0.1217
17.739,denied,4.7269,3.8739,4.8465,3.8449,0.1231
17.790,denied,4.7301,3.9001,4.8465,3.8449,0.1288
17.841,denied,4.7310,3.9133,4.8465,3.8449,0.1342
17.892,denied,4.7340,3.9395,4.8465,3.8449,0.1470
17.943,denied,4.7348,3.9527,4.8465,3.8449,0.1552
17.994,denied,4.7378,3.9801,4.8465,3.8449,0.1735
18.045,denied,4.7384,3.9933,4.8465,3.8449,0.1836
18.096,denied,4.7409,4.0196,4.8465,3.8449,0.2041
18.147,denied,4.7415,4.0328,4.8465,3.8449,0.2153
18.198,denied,4.7438,4.0591,4.8465,3.8449,0.2375
18.249,denied,4.7456,4.0722,4.8465,3.8449,0.2487
18.300,denied,4.7465,4.0998,4.8465,3.8449,0.2738
18.351,denied,4.7481,4.1129,4.8465,3.8449,0.2855
18.402,denied,4.7487,4.1395,4.8465,3.8449,0.3104
18.453,denied,4.7505,4.1658,4.8465,3.8449,0.3350
18.504,denied,4.7507,4.1791,4.8465,3.8449,0.3476
18.555,denied,4.7523,4.2054,4.8465,3.8449,0.3726
18.606,denied,4.7526,4.2200,4.8465,3.8449,0.3867
18.657,denied,4.7540,4.2464,4.9089,4.2227,0.1567
18.708,denied,4.7541,4.2596,4.9089,4.2227,0.1592
18.759,denied,4.7552,4.2860,4.9089,4.2227,0.1662
18.810,denied,4.7552,4.2992,4.9089,4.2227,0.1717
18.861,denied,4.7562,4.3255,4.9089,4.2227,0.1842
18.912,denied,4.7561,4.3399,4.9089,4.2227,0.1927
18.963,denied,4.7568,4.3663,4.9089,4.2227,0.2093
19.014,denied,4.7565,4.3796,4.9089,4.2227,0.2188
19.065,denied,4.7569,4.4060,4.9089,4.2227,0.2381
19.116,denied,4.7577,4.4191,4.9089,4.2227,0.2479
19.167,denied,4.7567,4.4455,4.9089,4.2227,0.2699
19.218,denied,4.7574,4.4598,4.9089,4.2227,0.2814
19.269,denied,4.7561,4.4862,4.9089,4.2227,0.3047
19.320,denied,4.7559,4.5126,4.9089,4.2227,0.3279
19.371,denied,4.7550,4.5258,4.9089,4.2227,0.3400
19.422,denied,4.7546,4.5522,4.9089,4.2227,0.3639
19.473,denied,4.7537,4.5654,4.9089,4.2227,0.3763
19.524,denied,4.7530,4.5930,4.9089,4.2227,0.4018
19.575,denied,4.7520,4.6062,4.9089,4.2227,0.4144
19.626,denied,4.7510,4.6325,4.9089,4.2227,0.4392
19.677,denied,4.7499,4.6457,4.9427,4.5939,0.1997
19.728,denied,4.7487,4.6721,4.9427,4.5939,0.2091
19.779,denied,4.7474,4.6852,4.9427,4.5939,0.2156
19.830,denied,4.7460,4.7128,4.9427,4.5939,0.2298
19.881,denied,4.7446,4.7259,4.9427,4.5939,0.2380
19.932,denied,4.7430,4.7523,4.9427,4.5939,0.2549
19.983,denied,4.7428,4.7654,4.9427,4.5939,0.2634
20.034,denied,4.7396,4.7917,4.9427,4.5939,0.2835
20.085,denied,4.7393,4.8049,4.9427,4.5939,0.2930
20.136,denied,4.7359,4.8324,4.9427,4.5939,0.3156
20.187,denied,4.7336,4.8586,4.9427,4.5939,0.3373
20.238,denied,4.7317,4.8717,4.9427,4.5939,0.3489
20.289,denied,4.7291,4.8980,4.9427,4.5939,0.3716
20.340,denied,4.7270,4.9111,4.9427,4.5939,0.3835
20.391,denied,4.7241,4.9385,4.9427,4.5939,0.4081
20.442,denied,4.7218,4.9515,4.9427,4.5939,0.4203
20.493,denied,4.7187,4.9778,4.9427,4.5939,0.4445
20.544,denied,4.7164,4.9909,4.9427,4.5939,0.4569
20.595,denied,4.7132,5.0171,4.9427,4.5939,0.4814
20.646,denied,4.7110,5.0301,4.9427,4.5939,0.4940
20.697,denied,4.7075,5.0575,4.9590,5.0177,0.2546
20.748,denied,4.7052,5.0706,4.9590,5.0177,0.2592
20.799,denied,4.7017,5.0969,4.9590,5.0177,0.2692
20.850,denied,4.7005,5.1100,4.9590,5.0177,0.2745
20.901,denied,4.6958,5.1361,4.9590,5.0177,0.2886
20.952,denied,4.6921,5.1622,4.9590,5.0177,0.3035
21.003,denied,4.6897,5.1763,4.9590,5.0177,0.3126
21.054,denied,4.6859,5.2025,4.9590,5.0177,0.3298
21.105,denied,4.6835,5.2156,4.9590,5.0177,0.3393
21.156,denied,4.6796,5.2417,4.9590,5.0177,0.3582
21.207,denied,4.6772,5.2547,4.9590,5.0177,0.3683
21.258,denied,4.6731,5.2808,4.9590,5.0177,0.3886
21.309,denied,4.6703,5.2949,4.9590,5.0177,0.4003
21.360,denied,4.6658,5.3209,4.9590,5.0177,0.4218
21.411,denied,4.6629,5.3338,4.9590,5.0177,0.4331
21.462,denied,4.6581,5.3598,4.9590,5.0177,0.4556
21.513,denied,4.6549,5.3726,4.9590,5.0177,0.4674
21.564,denied,4.6497,5.3985,4.9590,5.0177,0.4906
21.615,denied,4.6462,5.4124,4.9590,5.0177,0.5036
21.666,denied,4.6407,5.4382,4.9280,5.5123,0.2967
21.717,denied,4.6386,5.4512,4.9280,5.5123,0.2957
21.768,denied,4.6316,5.4767,4.9280,5.5123,0.2985
21.819,denied,4.6258,5.5025,4.9280,5.5123,0.3023
21.870,denied,4.6222,5.5152,4.9280,5.5123,0.3058
21.921,denied,4.6160,5.5421,4.9280,5.5123,0.3134
21.972,denied,4.6124,5.5548,4.9280,5.5123,0.3184
22.023,denied,4.6062,5.5805,4.9280,5.5123,0.3289
22.074,denied,4.6025,5.5932,4.9280,5.5123,0.3354
22.125,denied,4.5962,5.6188,4.9280,5.5123,0.3485
22.176,denied,4.5924,5.6314,4.9280,5.5123,0.3561
22.227,denied,4.5857,5.6582,4.9280,5.5123,0.3721
22.278,denied,4.5818,5.6708,4.9280,5.5123,0.3808
22.329,denied,4.5751,5.6964,4.9280,5.5123,0.3980
22.380,denied,4.5712,5.7090,4.9280,5.5123,0.4074
22.431,denied,4.5644,5.7345,4.9280,5.5123,0.4261
22.482,denied,4.5615,5.7473,4.9280,5.5123,0.4354
22.533,denied,4.5531,5.7737,4.9280,5.5123,0.4570
22.584,denied,4.5501,5.7865,4.9280,5.5123,0.4669
22.635,denied,4.5418,5.8116,4.9280,5.5123,0.4886
22.686,denied,4.5345,5.8370,4.8658,5.9882,0.3641
22.737,denied,4.5303,5.8495,4.8658,5.9882,0.3630
22.788,denied,4.5225,5.8760,4.8658,5.9882,0.3611
22.839,denied,4.5181,5.8885,4.8658,5.9882,0.3616
22.890,denied,4.5103,5.9137,4.8658,5.9882,0.3632
22.941,denied,4.5055,5.9260,4.8658,5.9882,0.3655
22.992,denied,4.4972,5.9511,4.8658,5.9882,0.3704
23.043,denied,4.4922,5.9633,4.8658,5.9882,0.3744
23.094,denied,4.4832,5.9894,4.8658,5.9882,0.3826
23.145,denied,4.4779,6.0015,4.8658,5.9882,0.3880
23.196,denied,4.4689,6.0263,4.8658,5.9882,0.3987
23.247,denied,4.4634,6.0384,4.8658,5.9882,0.4055
23.298,denied,4.4540,6.0630,4.8658,5.9882,0.4185
23.349,denied,4.4500,6.0756,4.8658,5.9882,0.4248
23.400,denied,4.4382,6.1006,4.8658,5.9882,0.4421
23.451,denied,4.4341,6.1131,4.8658,5.9882,0.4494
23.502,denied,4.4223,6.1369,4.8658,5.9882,0.4677
23.553,denied,4.4121,6.1612,4.8658,5.9882,0.4855
23.604,denied,4.4061,6.1730,4.8658,5.9882,0.4954
23.655,denied,4.3956,6.1972,4.7619,6.4352,0.4368
23.706,denied,4.3891,6.2101,4.7619,6.4352,0.4355
23.757,denied,4.3784,6.2342,4.7619,6.4352,0.4331
23.808,denied,4.3721,6.2459,4.7619,6.4352,0.4333
23.859,denied,4.3611,6.2698,4.7619,6.4352,0.4336
23.910,denied,4.3547,6.2815,4.7619,6.4352,0.4353
23.961,denied,4.3434,6.3053,4.7619,6.4352,0.4382
24.012,denied,4.3364,6.3179,4.7619,6.4352,0.4414
24.063,denied,4.3248,6.3416,4.7619,6.4352,0.4470
24.114,denied,4.3181,6.3530,4.7619,6.4352,0.4513
