t,phase,ego_x,ego_y,gps_x,gps_y,err
63.519,reacq,-1.3398,3.6108,-1.7398,3.8450,0.4635
63.570,reacq,-1.3302,3.6023,-1.7398,3.8450,0.4761
63.621,reacq,-1.3079,3.5856,-1.7398,3.8450,0.5038
63.672,reacq,-1.2982,3.5771,-1.4770,3.6094,0.1818
63.723,reacq,-1.3407,3.5724,-1.4770,3.6094,0.1413
63.774,reacq,-1.3315,3.5641,-1.4770,3.6094,0.1524
63.825,reacq,-1.3104,3.5482,-1.4770,3.6094,0.1775
63.876,reacq,-1.3011,3.5399,-1.4770,3.6094,0.1892
63.927,reacq,-1.2788,3.5236,-1.4770,3.6094,0.2160
63.978,reacq,-1.2693,3.5153,-1.4770,3.6094,0.2280
64.029,reacq,-1.2477,3.4999,-1.4770,3.6094,0.2541
64.080,reacq,-1.2380,3.4917,-1.4770,3.6094,0.2664
64.131,reacq,-1.2174,3.4759,-1.4770,3.6094,0.2920
64.182,reacq,-1.2064,3.4683,-1.4770,3.6094,0.3052
64.233,reacq,-1.1847,3.4519,-1.4770,3.6094,0.3321
64.284,reacq,-1.1737,3.4443,-1.4770,3.6094,0.3453
64.335,reacq,-1.1527,3.4288,-1.4770,3.6094,0.3712
64.386,reacq,-1.1306,3.4138,-1.4770,3.6094,0.3979
64.437,reacq,-1.1205,3.4058,-1.4770,3.6094,0.4106
64.488,reacq,-1.0974,3.3903,-1.4770,3.6094,0.4384
64.539,reacq,-1.0872,3.3824,-1.4770,3.6094,0.4512
64.590,reacq,-1.0650,3.3677,-1.4770,3.6094,0.4777
64.641,reacq,-1.0547,3.3599,-1.4770,3.6094,0.4905
64.692,reacq,-1.0978,3.3518,-1.2281,3.3718,0.1319
64.743,reacq,-1.0881,3.3441,-1.2281,3.3718,0.1428
64.794,reacq,-1.0654,3.3285,-1.2281,3.3718,0.1684
64.845,reacq,-1.0556,3.3208,-1.2281,3.3718,0.1799
64.896,reacq,-1.0336,3.3062,-1.2281,3.3718,0.2053
64.947,reacq,-1.0237,3.2985,-1.2281,3.3718,0.2172
64.998,reacq,-1.0025,3.2836,-1.2281,3.3718,0.2422
65.049,reacq,-0.9913,3.2764,-1.2281,3.3718,0.2553
65.100,reacq,-0.9690,3.2610,-1.2281,3.3718,0.2818
65.151,reacq,-0.9578,3.2539,-1.2281,3.3718,0.2949
65.202,reacq,-0.9362,3.2393,-1.2281,3.3718,0.3206
65.253,reacq,-0.9136,3.2253,-1.2281,3.3718,0.3470
65.304,reacq,-0.9032,3.2178,-1.2281,3.3718,0.3596
65.355,reacq,-0.8805,3.2039,-1.2281,3.3718,0.3860
65.406,reacq,-0.8690,3.1959,-1.2281,3.3718,0.3999
65.457,reacq,-0.8463,3.1821,-1.2281,3.3718,0.4264
65.508,reacq,-0.8357,3.1747,-1.2281,3.3718,0.4392
65.559,reacq,-0.8128,3.1611,-1.2281,3.3718,0.4657
65.610,reacq,-0.8021,3.1538,-1.2281,3.3718,0.4785
65.661,reacq,-0.7792,3.1403,-0.9599,3.1626,0.1821
65.712,reacq,-0.8316,3.1403,-0.9599,3.1626,0.1303
65.763,reacq,-0.8091,3.1266,-0.9599,3.1626,0.1551
65.814,reacq,-0.7989,3.1195,-0.9599,3.1626,0.1667
65.865,reacq,-0.7773,3.1056,-0.9599,3.1626,0.1914
65.916,reacq,-0.7658,3.0989,-0.9599,3.1626,0.2043
65.967,reacq,-0.7439,3.0852,-0.9599,3.1626,0.2295
66.018,reacq,-0.7314,3.0780,-0.9599,3.1626,0.2437
66.069,reacq,-0.7093,3.0645,-0.9599,3.1626,0.2692
66.120,reacq,-0.6860,3.0517,-0.9599,3.1626,0.2956
66.171,reacq,-0.6753,3.0448,-0.9599,3.1626,0.3081
66.222,reacq,-0.6519,3.0321,-0.9599,3.1626,0.3345
66.273,reacq,-0.6411,3.0252,-0.9599,3.1626,0.3472
66.324,reacq,-0.6167,3.0120,-0.9599,3.1626,0.3748
66.375,reacq,-0.6058,3.0052,-0.9599,3.1626,0.3875
66.426,reacq,-0.5824,2.9926,-0.9599,3.1626,0.4141
66.477,reacq,-0.5714,2.9858,-0.9599,3.1626,0.4269
66.528,reacq,-0.5481,2.9732,-0.9599,3.1626,0.4534
66.579,reacq,-0.5370,2.9664,-0.9599,3.1626,0.4662
66.630,reacq,-0.5126,2.9532,-0.9599,3.1626,0.4939
66.681,reacq,-0.5015,2.9465,-0.6796,2.9791,0.1811
66.732,reacq,-0.5424,2.9450,-0.6796,2.9791,0.1413
66.783,reacq,-0.5309,2.9386,-0.6796,2.9791,0.1541
66.834,reacq,-0.5088,2.9257,-0.6796,2.9791,0.1790
66.885,reacq,-0.4972,2.9193,-0.6796,2.9791,0.1920
66.936,reacq,-0.4739,2.9059,-0.6796,2.9791,0.2184
66.987,reacq,-0.4504,2.8935,-0.6796,2.9791,0.2446
67.038,reacq,-0.4396,2.8870,-0.6796,2.9791,0.2571
67.089,reacq,-0.4159,2.8749,-0.6796,2.9791,0.2835
67.140,reacq,-0.4050,2.8685,-0.6796,2.9791,0.2961
67.191,reacq,-0.3802,2.8561,-0.6796,2.9791,0.3237
67.242,reacq,-0.3691,2.8497,-0.6796,2.9791,0.3364
67.293,reacq,-0.3451,2.8382,-0.6796,2.9791,0.3630
67.344,reacq,-0.3340,2.8319,-0.6796,2.9791,0.3757
67.395,reacq,-0.3099,2.8205,-0.6796,2.9791,0.4023
67.446,reacq,-0.2986,2.8143,-0.6796,2.9791,0.4151
67.497,reacq,-0.2734,2.8024,-0.6796,2.9791,0.4430
67.548,reacq,-0.2620,2.7962,-0.6796,2.9791,0.4558
67.599,reacq,-0.2385,2.7845,-0.6796,2.9791,0.4822
67.650,reacq,-0.2263,2.7789,-0.6796,2.9791,0.4955
67.701,reacq,-0.2703,2.7769,-0.4044,2.8003,0.1362
67.752,reacq,-0.2465,2.7655,-0.4044,2.8003,0.1617
67.803,reacq,-0.2347,2.7590,-0.4044,2.8003,0.1747
67.854,reacq,-0.2107,2.7477,-0.4044,2.8003,0.2007
67.905,reacq,-0.1997,2.7418,-0.4044,2.8003,0.2129
67.956,reacq,-0.1757,2.7307,-0.4044,2.8003,0.2391
68.007,reacq,-0.1646,2.7248,-0.4044,2.8003,0.2515
68.058,reacq,-0.1405,2.7137,-0.4044,2.8003,0.2777
68.109,reacq,-0.1283,2.7074,-0.4044,2.8003,0.2914
68.160,reacq,-0.1039,2.6962,-0.4044,2.8003,0.3180
68.211,reacq,-0.0926,2.6904,-0.4044,2.8003,0.3306
68.262,reacq,-0.0683,2.6795,-0.4044,2.8003,0.3572
68.313,reacq,-0.0569,2.6738,-0.4044,2.8003,0.3699
68.364,reacq,-0.0332,2.6628,-0.4044,2.8003,0.3959
68.415,reacq,-0.0198,2.6571,-0.4044,2.8003,0.4104
68.466,reacq,0.0042,2.6464,-0.4044,2.8003,0.4367
68.517,reacq,0.0166,2.6415,-0.4044,2.8003,0.4500
68.568,reacq,0.0407,2.6311,-0.4044,2.8003,0.4762
68.619,reacq,0.0657,2.6221,-0.4044,2.8003,0.5028
68.670,reacq,0.0774,2.6166,-0.0394,2.6291,0.1175
68.721,reacq,0.0617,2.6112,-0.0394,2.6291,0.1027
68.772,reacq,0.0731,2.6059,-0.0394,2.6291,0.1149
68.823,reacq,0.0981,2.5971,-0.0394,2.6291,0.1412
68.874,reacq,0.1096,2.5918,-0.0394,2.6291,0.1536
68.925,reacq,0.1348,2.5836,-0.0394,2.6291,0.1800
68.976,reacq,0.1465,2.5785,-0.0394,2.6291,0.1926
69.027,reacq,0.1731,2.5703,-0.0394,2.6291,0.2204
69.078,reacq,0.1848,2.5654,-0.0394,2.6291,0.2331
69.129,reacq,0.2107,2.5582,-0.0394,2.6291,0.2599
69.180,reacq,0.2226,2.5534,-0.0394,2.6291,0.2727
69.231,reacq,0.2474,2.5453,-0.0394,2.6291,0.2988
69.282,reacq,0.2604,2.5422,-0.0394,2.6291,0.3121
69.333,reacq,0.2867,2.5343,-0.0394,2.6291,0.3396
69.384,reacq,0.2997,2.5315,-0.0394,2.6291,0.3528
69.435,reacq,0.3249,2.5243,-0.0394,2.6291,0.3790
69.486,reacq,0.3509,2.5190,-0.0394,2.6291,0.4055
69.537,reacq,0.3632,2.5148,-0.0394,2.6291,0.4185
69.588,reacq,0.3903,2.5095,-0.0394,2.6291,0.4460
69.639,reacq,0.4026,2.5055,-0.0394,2.6291,0.4589
69.690,reacq,0.4271,2.5103,0.4116,2.5314,0.0262
69.741,reacq,0.4395,2.5065,0.4116,2.5314,0.0374
69.792,reacq,0.4653,2.5013,0.4116,2.5314,0.0616
69.843,reacq,0.4777,2.4976,0.4116,2.5314,0.0742
69.894,reacq,0.5048,2.4925,0.4116,2.5314,0.1010
69.945,reacq,0.5173,2.4890,0.4116,2.5314,0.1139
69.996,reacq,0.5434,2.4847,0.4116,2.5314,0.1399
70.047,reacq,0.5560,2.4813,0.4116,2.5314,0.1528
70.098,reacq,0.5817,2.4761,0.4116,2.5314,0.1789
70.149,reacq,0.5948,2.4742,0.4116,2.5314,0.1919
70.200,reacq,0.6217,2.4690,0.4116,2.5314,0.2192
70.251,reacq,0.6349,2.4673,0.4116,2.5314,0.2323
70.302,reacq,0.6607,2.4627,0.4116,2.5314,0.2585
70.353,reacq,0.6870,2.4595,0.4116,2.5314,0.2847
70.404,reacq,0.6998,2.4566,0.4116,2.5314,0.2978
70.455,reacq,0.7261,2.4536,0.4116,2.5314,0.3240
70.506,reacq,0.7401,2.4507,0.4116,2.5314,0.3383
70.557,reacq,0.7665,2.4479,0.4116,2.5314,0.3646
70.608,reacq,0.7793,2.4454,0.4116,2.5314,0.3777
70.659,reacq,0.8057,2.4428,0.8234,2.4810,0.0421
70.710,reacq,0.8248,2.4539,0.8234,2.4810,0.0271
70.761,reacq,0.8511,2.4509,0.8234,2.4810,0.0409
70.812,reacq,0.8652,2.4485,0.8234,2.4810,0.0530
70.863,reacq,0.8915,2.4458,0.8234,2.4810,0.0766
70.914,reacq,0.9044,2.4437,0.8234,2.4810,0.0892
70.968,reacq,0.9306,2.4405,0.8234,2.4810,0.1146
71.019,reacq,0.9569,2.4384,0.8234,2.4810,0.1402
71.070,reacq,0.9699,2.4364,0.8234,2.4810,0.1532
71.121,reacq,0.9975,2.4345,0.8234,2.4810,0.1802
71.172,reacq,1.0105,2.4327,0.8234,2.4810,0.1932
71.223,reacq,1.0370,2.4312,0.8234,2.4810,0.2193
71.274,reacq,1.0501,2.4295,0.8234,2.4810,0.2324
71.325,reacq,1.0765,2.4283,0.8234,2.4810,0.2585
71.376,reacq,1.0896,2.4267,0.8234,2.4810,0.2716
71.427,reacq,1.1172,2.4257,0.8234,2.4810,0.2990
71.478,reacq,1.1303,2.4242,0.8234,2.4810,0.3121
71.529,reacq,1.1567,2.4235,0.8234,2.4810,0.3383
71.580,reacq,1.1698,2.4222,0.8234,2.4810,0.3514
71.631,reacq,1.1963,2.4218,0.8234,2.4810,0.3776
71.682,reacq,1.2094,2.4205,1.2179,2.5084,0.0883
71.733,reacq,1.2399,2.4507,1.2179,2.5084,0.0618
71.784,reacq,1.2531,2.4499,1.2179,2.5084,0.0683
71.835,reacq,1.2794,2.4488,1.2179,2.5084,0.0857
71.886,reacq,1.3058,2.4486,1.2179,2.5084,0.1064
71.937,reacq,1.3190,2.4479,1.2179,2.5084,0.1178
71.988,reacq,1.3467,2.4479,1.2179,2.5084,0.1423
72.039,reacq,1.3598,2.4473,1.2179,2.5084,0.1546
