t,phase,ego_x,ego_y,gps_x,gps_y,err
63.274,reacq,-1.4310,0.7306,-1.4710,0.8638,0.1390
63.326,reacq,-1.4134,0.7110,-1.4710,0.8638,0.1633
63.378,reacq,-1.3945,0.6914,-1.4710,0.8638,0.1886
63.430,reacq,-1.3862,0.6817,-1.4710,0.8638,0.2009
63.482,reacq,-1.3671,0.6624,-1.4710,0.8638,0.2267
63.534,reacq,-1.3587,0.6527,-1.4710,0.8638,0.2391
63.584,reacq,-1.3393,0.6336,-1.4710,0.8638,0.2652
63.636,reacq,-1.3308,0.6241,-1.4710,0.8638,0.2777
63.688,reacq,-1.3112,0.6052,-1.4710,0.8638,0.3040
63.740,reacq,-1.3026,0.5957,-1.4710,0.8638,0.3166
63.792,reacq,-1.2828,0.5770,-1.4710,0.8638,0.3430
63.844,reacq,-1.2642,0.5583,-1.4710,0.8638,0.3689
63.896,reacq,-1.2542,0.5491,-1.4710,0.8638,0.3822
63.948,reacq,-1.2093,0.5509,-1.1698,0.5976,0.0612
64.000,reacq,-1.1994,0.5416,-1.1698,0.5976,0.0634
64.052,reacq,-1.1803,0.5232,-1.1698,0.5976,0.0751
64.104,reacq,-1.1703,0.5140,-1.1698,0.5976,0.0836
64.156,reacq,-1.1511,0.4959,-1.1698,0.5976,0.1034
64.206,reacq,-1.1410,0.4868,-1.1698,0.5976,0.1145
64.258,reacq,-1.1217,0.4688,-1.1698,0.5976,0.1375
64.310,reacq,-1.1022,0.4510,-1.1698,0.5976,0.1615
64.362,reacq,-1.0919,0.4421,-1.1698,0.5976,0.1739
64.414,reacq,-1.0723,0.4244,-1.1698,0.5976,0.1987
64.466,reacq,-1.0619,0.4157,-1.1698,0.5976,0.2115
64.518,reacq,-1.0421,0.3982,-1.1698,0.5976,0.2368
64.570,reacq,-1.0316,0.3896,-1.1698,0.5976,0.2497
64.622,reacq,-1.0116,0.3724,-1.1698,0.5976,0.2752
64.674,reacq,-1.0009,0.3639,-1.1698,0.5976,0.2883
64.726,reacq,-0.9807,0.3469,-1.1698,0.5976,0.3140
64.778,reacq,-0.9591,0.3304,-1.1698,0.5976,0.3403
64.828,reacq,-0.9496,0.3219,-1.1698,0.5976,0.3529
64.880,reacq,-0.9277,0.3056,-1.1698,0.5976,0.3793
64.932,reacq,-0.9181,0.2972,-0.8543,0.3554,0.0863
64.984,reacq,-0.8743,0.3013,-0.8543,0.3554,0.0577
65.036,reacq,-0.8644,0.2931,-0.8543,0.3554,0.0630
65.088,reacq,-0.8426,0.2769,-0.8543,0.3554,0.0793
65.140,reacq,-0.8326,0.2688,-0.8543,0.3554,0.0892
65.192,reacq,-0.8106,0.2529,-0.8543,0.3554,0.1114
65.244,reacq,-0.7894,0.2371,-0.8543,0.3554,0.1349
65.296,reacq,-0.7783,0.2294,-0.8543,0.3554,0.1472
65.348,reacq,-0.7570,0.2138,-0.8543,0.3554,0.1718
65.400,reacq,-0.7457,0.2061,-0.8543,0.3554,0.1846
65.450,reacq,-0.7242,0.1908,-0.8543,0.3554,0.2098
65.502,reacq,-0.7129,0.1833,-0.8543,0.3554,0.2227
65.554,reacq,-0.6912,0.1682,-0.8543,0.3554,0.2482
65.606,reacq,-0.6797,0.1609,-0.8543,0.3554,0.2613
65.658,reacq,-0.6580,0.1460,-0.8543,0.3554,0.2870
65.710,reacq,-0.6361,0.1313,-0.8543,0.3554,0.3128
65.762,reacq,-0.6244,0.1243,-0.8543,0.3554,0.3260
65.814,reacq,-0.6024,0.1098,-0.8543,0.3554,0.3518
65.866,reacq,-0.5906,0.1029,-0.8543,0.3554,0.3651
65.918,reacq,-0.5684,0.0887,-0.5200,0.1533,0.0807
65.968,reacq,-0.5401,0.1044,-0.5200,0.1533,0.0528
66.020,reacq,-0.5177,0.0903,-0.5200,0.1533,0.0630
66.072,reacq,-0.5060,0.0834,-0.5200,0.1533,0.0713
66.124,reacq,-0.4836,0.0696,-0.5200,0.1533,0.0913
66.176,reacq,-0.4599,0.0561,-0.5200,0.1533,0.1143
66.228,reacq,-0.4492,0.0492,-0.5200,0.1533,0.1259
66.280,reacq,-0.4254,0.0360,-0.5200,0.1533,0.1507
66.332,reacq,-0.4146,0.0292,-0.5200,0.1533,0.1629
66.384,reacq,-0.3906,0.0163,-0.5200,0.1533,0.1885
66.436,reacq,-0.3797,0.0096,-0.5200,0.1533,0.2008
66.488,reacq,-0.3556,-0.0031,-0.5200,0.1533,0.2269
66.540,reacq,-0.3447,-0.0097,-0.5200,0.1533,0.2394
66.590,reacq,-0.3204,-0.0221,-0.5200,0.1533,0.2657
66.642,reacq,-0.2973,-0.0347,-0.5200,0.1533,0.2915
66.694,reacq,-0.2851,-0.0408,-0.5200,0.1533,0.3047
66.746,reacq,-0.2618,-0.0532,-0.5200,0.1533,0.3306
66.798,reacq,-0.2496,-0.0591,-0.5200,0.1533,0.3439
66.850,reacq,-0.2262,-0.0714,-0.5200,0.1533,0.3699
66.902,reacq,-0.2139,-0.0772,-0.5200,0.1533,0.3832
66.954,reacq,-0.1714,-0.0640,-0.1474,-0.0112,0.0580
67.006,reacq,-0.1591,-0.0699,-0.1474,-0.0112,0.0599
67.058,reacq,-0.1355,-0.0818,-0.1474,-0.0112,0.0715
67.110,reacq,-0.1118,-0.0934,-0.1474,-0.0112,0.0896
67.162,reacq,-0.0995,-0.0991,-0.1474,-0.0112,0.1001
67.212,reacq,-0.0757,-0.1106,-0.1474,-0.0112,0.1226
67.264,reacq,-0.0632,-0.1161,-0.1474,-0.0112,0.1345
67.316,reacq,-0.0393,-0.1274,-0.1474,-0.0112,0.1586
67.368,reacq,-0.0269,-0.1327,-0.1474,-0.0112,0.1712
67.420,reacq,-0.0028,-0.1437,-0.1474,-0.0112,0.1961
67.472,reacq,0.0097,-0.1489,-0.1474,-0.0112,0.2089
67.524,reacq,0.0338,-0.1597,-0.1474,-0.0112,0.2343
67.576,reacq,0.0591,-0.1697,-0.1474,-0.0112,0.2603
67.628,reacq,0.0707,-0.1752,-0.1474,-0.0112,0.2728
67.680,reacq,0.0961,-0.1850,-0.1474,-0.0112,0.2991
67.732,reacq,0.1077,-0.1904,-0.1474,-0.0112,0.3117
67.784,reacq,0.1332,-0.1998,-0.1474,-0.0112,0.3381
67.834,reacq,0.1449,-0.2052,-0.1474,-0.0112,0.3507
67.886,reacq,0.1705,-0.2143,-0.1474,-0.0112,0.3772
67.938,reacq,0.1822,-0.2195,0.2308,-0.1317,0.1003
67.990,reacq,0.2247,-0.1982,0.2308,-0.1317,0.0667
68.042,reacq,0.2494,-0.2075,0.2308,-0.1317,0.0781
68.094,reacq,0.2623,-0.2121,0.2308,-0.1317,0.0863
68.146,reacq,0.2870,-0.2212,0.2308,-0.1317,0.1057
68.198,reacq,0.2999,-0.2255,0.2308,-0.1317,0.1165
68.250,reacq,0.3248,-0.2344,0.2308,-0.1317,0.1392
68.302,reacq,0.3378,-0.2386,0.2308,-0.1317,0.1512
68.354,reacq,0.3627,-0.2472,0.2308,-0.1317,0.1753
68.406,reacq,0.3757,-0.2512,0.2308,-0.1317,0.1878
68.456,reacq,0.4008,-0.2595,0.2308,-0.1317,0.2127
68.508,reacq,0.4258,-0.2677,0.2308,-0.1317,0.2378
68.560,reacq,0.4389,-0.2714,0.2308,-0.1317,0.2507
68.612,reacq,0.4641,-0.2793,0.2308,-0.1317,0.2761
68.664,reacq,0.4773,-0.2828,0.2308,-0.1317,0.2891
68.716,reacq,0.5026,-0.2904,0.2308,-0.1317,0.3147
68.768,reacq,0.5158,-0.2937,0.2308,-0.1317,0.3278
68.820,reacq,0.5411,-0.3010,0.2308,-0.1317,0.3535
68.872,reacq,0.5544,-0.3041,0.2308,-0.1317,0.3666
68.924,reacq,0.5798,-0.3112,0.6144,-0.2025,0.1140
68.974,reacq,0.6048,-0.2763,0.6144,-0.2025,0.0744
69.026,reacq,0.6303,-0.2830,0.6144,-0.2025,0.0820
69.078,reacq,0.6568,-0.2892,0.6144,-0.2025,0.0965
69.130,reacq,0.6692,-0.2926,0.6144,-0.2025,0.1054
69.182,reacq,0.6957,-0.2985,0.6144,-0.2025,0.1258
69.234,reacq,0.7081,-0.3018,0.6144,-0.2025,0.1365
69.286,reacq,0.7347,-0.3073,0.6144,-0.2025,0.1596
69.338,reacq,0.7471,-0.3105,0.6144,-0.2025,0.1711
69.390,reacq,0.7738,-0.3156,0.6144,-0.2025,0.1955
69.442,reacq,0.7996,-0.3211,0.6144,-0.2025,0.2200
69.494,reacq,0.8130,-0.3234,0.6144,-0.2025,0.2326
69.546,reacq,0.8389,-0.3286,0.6144,-0.2025,0.2575
69.596,reacq,0.8523,-0.3307,0.6144,-0.2025,0.2703
69.648,reacq,0.8783,-0.3356,0.6144,-0.2025,0.2955
69.700,reacq,0.8917,-0.3375,0.6144,-0.2025,0.3085
69.752,reacq,0.9177,-0.3421,0.6144,-0.2025,0.3339
69.804,reacq,0.9312,-0.3438,0.6144,-0.2025,0.3469
69.856,reacq,0.9572,-0.3480,0.6144,-0.2025,0.3725
69.908,reacq,0.9833,-0.3521,1.0031,-0.2621,0.0921
69.960,reacq,1.0034,-0.3223,1.0031,-0.2621,0.0601
70.012,reacq,1.0295,-0.3261,1.0031,-0.2621,0.0693
70.064,reacq,1.0430,-0.3277,1.0031,-0.2621,0.0768
70.116,reacq,1.0692,-0.3313,1.0031,-0.2621,0.0957
70.168,reacq,1.0827,-0.3327,1.0031,-0.2621,0.1064
70.218,reacq,1.1089,-0.3360,1.0031,-0.2621,0.1290
70.270,reacq,1.1224,-0.3372,1.0031,-0.2621,0.1410
70.322,reacq,1.1486,-0.3402,1.0031,-0.2621,0.1652
70.374,reacq,1.1622,-0.3413,1.0031,-0.2621,0.1777
70.426,reacq,1.1884,-0.3440,1.0031,-0.2621,0.2026
70.478,reacq,1.2156,-0.3456,1.0031,-0.2621,0.2283
70.530,reacq,1.2282,-0.3473,1.0031,-0.2621,0.2408
70.582,reacq,1.2554,-0.3486,1.0031,-0.2621,0.2668
70.634,reacq,1.2681,-0.3501,1.0031,-0.2621,0.2793
70.686,reacq,1.2953,-0.3511,1.0031,-0.2621,0.3055
70.738,reacq,1.3080,-0.3525,1.0031,-0.2621,0.3181
70.790,reacq,1.3353,-0.3532,1.0031,-0.2621,0.3445
70.840,reacq,1.3480,-0.3545,1.0031,-0.2621,0.3571
70.892,reacq,1.3752,-0.3548,1.0031,-0.2621,0.3835
70.944,reacq,1.4032,-0.3234,1.3935,-0.2619,0.0622
70.996,reacq,1.4168,-0.3237,1.3935,-0.2619,0.0660
71.048,reacq,1.4431,-0.3247,1.3935,-0.2619,0.0800
71.100,reacq,1.4567,-0.3249,1.3935,-0.2619,0.0892
71.152,reacq,1.4831,-0.3256,1.3935,-0.2619,0.1099
71.204,reacq,1.4967,-0.3256,1.3935,-0.2619,0.1212
71.256,reacq,1.5231,-0.3261,1.3935,-0.2619,0.1446
71.308,reacq,1.5494,-0.3265,1.3935,-0.2619,0.1687
71.360,reacq,1.5630,-0.3262,1.3935,-0.2619,0.1813
71.412,reacq,1.5894,-0.3263,1.3935,-0.2619,0.2062
71.462,reacq,1.6030,-0.3258,1.3935,-0.2619,0.2190
71.514,reacq,1.6294,-0.3256,1.3935,-0.2619,0.2443
71.566,reacq,1.6430,-0.3250,1.3935,-0.2619,0.2573
71.618,reacq,1.6693,-0.3246,1.3935,-0.2619,0.2828
71.670,reacq,1.6829,-0.3238,1.3935,-0.2619,0.2959
71.722,reacq,1.7093,-0.3231,1.3935,-0.2619,0.3216
71.774,reacq,1.7229,-0.3221,1.3935,-0.2619,0.3348
71.826,reacq,1.7492,-0.3212,1.3935,-0.2619,0.3606
71.878,reacq,1.7764,-0.3189,1.3935,-0.2619,0.3870
71.930,reacq,1.7891,-0.3188,1.7902,-0.2111,0.1078
71.980,reacq,1.8163,-0.2791,1.7902,-0.2111,0.0729
