t,gt_x,gt_y,kiss_x,kiss_y,ov_x,ov_y,ego_x,ego_y
0.000,-0.0054,-0.0024,0.2163,-0.0259,nan,nan,0.2497,-0.0315
0.022,-0.0052,-0.0024,0.2163,-0.0259,nan,nan,0.2503,-0.0316
0.044,-0.0044,-0.0023,0.2163,-0.0259,nan,nan,0.2510,-0.0316
0.064,-0.0036,-0.0023,0.2163,-0.0259,nan,nan,0.2510,-0.0316
0.086,-0.0026,-0.0023,0.2163,-0.0259,nan,nan,0.2516,-0.0317
0.108,-0.0012,-0.0024,0.2163,-0.0259,nan,nan,0.2523,-0.0318
0.128,0.0010,-0.0025,0.2163,-0.0259,nan,nan,0.2523,-0.0318
0.150,0.0030,-0.0026,0.2163,-0.0259,nan,nan,0.2529,-0.0319
0.172,0.0051,-0.0026,0.2163,-0.0259,nan,nan,0.2536,-0.0320
0.192,0.0076,-0.0026,0.2163,-0.0259,nan,nan,0.2536,-0.0320
0.214,0.0133,-0.0025,0.2163,-0.0259,nan,nan,0.2542,-0.0320
0.236,0.0150,-0.0025,0.2066,0.0081,nan,nan,0.2542,-0.0320
0.256,0.0184,-0.0024,0.2066,0.0081,nan,nan,0.2377,0.0015
0.278,0.0225,-0.0022,0.2066,0.0081,nan,nan,0.2381,0.0019
0.298,0.0301,-0.0019,0.2066,0.0081,nan,nan,0.2381,0.0019
0.320,0.0345,-0.0017,0.2066,0.0081,nan,nan,0.2385,0.0023
0.342,0.0413,-0.0014,0.2066,0.0081,nan,nan,0.2390,0.0027
0.362,0.0464,-0.0011,0.2066,0.0081,nan,nan,0.2390,0.0027
0.384,0.0516,-0.0008,0.2066,0.0081,nan,nan,0.2394,0.0031
0.406,0.0571,-0.0005,0.2066,0.0081,nan,nan,0.2398,0.0035
0.426,0.0668,0.0001,0.2066,0.0081,nan,nan,0.2398,0.0035
0.448,0.0722,0.0005,0.2296,0.0017,nan,nan,0.2402,0.0039
0.470,0.0785,0.0010,0.2296,0.0017,nan,nan,0.2402,0.0039
0.490,0.0843,0.0014,0.2296,0.0017,nan,nan,0.2406,0.0043
0.512,0.0974,0.0024,0.2296,0.0017,nan,nan,0.2410,0.0047
0.534,0.1039,0.0029,0.2296,0.0017,nan,nan,0.2410,0.0047
0.554,0.1113,0.0034,0.2296,0.0017,nan,nan,0.2414,0.0050
0.576,0.1259,0.0045,0.2296,0.0017,nan,nan,0.2418,0.0054
0.596,0.1320,0.0050,0.2296,0.0017,nan,nan,0.2418,0.0054
0.618,0.1390,0.0055,0.2296,0.0017,nan,nan,0.2422,0.0058
0.640,0.1541,0.0067,0.2377,0.0269,nan,nan,0.2670,0.0209
0.660,0.1622,0.0074,0.2377,0.0269,nan,nan,0.2670,0.0209
0.682,0.1703,0.0080,0.2377,0.0269,nan,nan,0.2677,0.0214
0.704,0.1767,0.0086,0.2377,0.0269,nan,nan,0.2677,0.0214
0.724,0.1903,0.0098,0.2377,0.0269,nan,nan,0.2685,0.0220
0.746,0.1958,0.0102,0.2377,0.0269,nan,nan,0.2692,0.0227
0.768,0.2113,0.0116,0.2377,0.0269,nan,nan,0.2692,0.0227
0.788,0.2177,0.0122,0.2377,0.0269,nan,nan,0.2699,0.0232
0.810,0.2251,0.0129,0.2377,0.0269,nan,nan,0.2707,0.0238
0.830,0.2389,0.0143,0.2491,0.0665,nan,nan,0.2707,0.0238
0.852,0.2453,0.0149,0.2491,0.0665,nan,nan,0.2715,0.0244
0.874,0.2536,0.0157,0.2491,0.0665,nan,nan,0.2722,0.0250
0.894,0.2702,0.0174,0.2491,0.0665,nan,nan,0.2722,0.0250
0.916,0.2785,0.0183,0.2491,0.0665,nan,nan,0.2730,0.0256
0.938,0.2841,0.0189,0.2491,0.0665,nan,nan,0.2730,0.0256
0.958,0.2924,0.0198,0.2491,0.0665,nan,nan,0.2737,0.0262
0.980,0.3081,0.0215,0.2491,0.0665,nan,nan,0.2744,0.0268
1.002,0.3163,0.0225,0.2491,0.0665,nan,nan,0.2744,0.0268
1.022,0.3246,0.0236,0.2491,0.0665,nan,nan,0.2752,0.0274
1.044,0.3374,0.0252,0.2613,0.1035,nan,nan,0.2862,0.0953
1.066,0.3456,0.0263,0.2613,0.1035,nan,nan,0.2862,0.0953
1.086,0.3538,0.0274,0.2613,0.1035,nan,nan,0.2871,0.0968
1.108,0.3620,0.0286,0.2613,0.1035,nan,nan,0.2880,0.0984
1.128,0.3757,0.0306,0.2613,0.1035,nan,nan,0.2880,0.0984
1.150,0.3838,0.0318,0.2613,0.1035,nan,nan,0.2889,0.0999
1.172,0.3920,0.0330,0.2613,0.1035,nan,nan,0.2898,0.1014
1.192,0.4002,0.0343,0.2613,0.1035,nan,nan,0.2898,0.1014
1.214,0.4147,0.0366,0.2613,0.1035,nan,nan,0.2907,0.1030
1.236,0.4210,0.0377,0.2566,0.1847,nan,nan,0.2907,0.1030
1.256,0.4283,0.0389,0.2566,0.1847,nan,nan,0.2916,0.1045
1.278,0.4445,0.0416,0.2566,0.1847,nan,nan,0.2925,0.1060
1.300,0.4518,0.0429,0.2566,0.1847,nan,nan,0.2925,0.1060
1.320,0.4590,0.0441,0.2566,0.1847,nan,nan,0.2934,0.1076
1.342,0.4743,0.0469,0.2566,0.1847,nan,nan,0.2943,0.1091
1.362,0.4825,0.0484,0.2566,0.1847,nan,nan,0.2943,0.1091
1.384,0.4897,0.0497,0.2566,0.1847,nan,nan,0.2951,0.1106
1.406,0.4978,0.0512,0.2566,0.1847,nan,nan,0.2960,0.1122
1.426,0.5113,0.0538,0.2566,0.1847,nan,nan,0.2960,0.1122
1.448,0.5176,0.0550,0.2845,0.2050,nan,nan,0.3017,0.1939
1.470,0.5248,0.0565,0.2845,0.2050,nan,nan,0.3017,0.1939
1.490,0.5338,0.0583,0.2845,0.2050,nan,nan,0.3026,0.1964
1.512,0.5491,0.0614,0.2845,0.2050,nan,nan,0.3036,0.1991
1.534,0.5562,0.0629,0.2845,0.2050,nan,nan,0.3036,0.1991
1.554,0.5643,0.0646,0.2845,0.2050,nan,nan,0.3046,0.2019
1.576,0.5796,0.0679,0.2845,0.2050,nan,nan,0.3055,0.2044
1.598,0.5877,0.0696,0.2845,0.2050,nan,nan,0.3055,0.2044
1.618,0.5959,0.0713,0.2845,0.2050,nan,nan,0.3065,0.2071
