t,gt_x,gt_y,kiss_x,kiss_y,ov_x,ov_y,ego_x,ego_y
2.474,1.4879,0.1642,0.8360,0.0107,-1.4346,-0.1809,0.8786,0.0419
2.496,1.4970,0.1669,0.8360,0.0107,-1.4504,-0.1844,0.8786,0.0419
2.516,1.5111,0.1710,0.8360,0.0107,-1.4607,-0.1874,0.8875,0.0420
2.538,1.5182,0.1731,0.9304,0.0232,-1.4709,-0.1903,0.8959,0.0421
2.558,1.5323,0.1773,0.9304,0.0232,-1.4812,-0.1933,0.8959,0.0421
2.580,1.5403,0.1797,0.9304,0.0232,-1.4915,-0.1964,0.9047,0.0423
2.602,1.5554,0.1843,0.9304,0.0232,-1.4987,-0.1981,0.9136,0.0424
2.622,1.5635,0.1867,0.9304,0.0232,-1.5090,-0.2012,0.9136,0.0424
2.644,1.5715,0.1892,0.9304,0.0232,-1.5192,-0.2042,0.9220,0.0426
2.666,1.5866,0.1939,0.9304,0.0232,-1.5346,-0.2088,0.9220,0.0426
2.686,1.5976,0.1973,0.9304,0.0232,-1.5449,-0.2119,0.9309,0.0427
2.708,1.6047,0.1995,0.9304,0.0232,-1.5510,-0.2133,0.9398,0.0428
2.730,1.6187,0.2039,1.0163,0.0309,-1.5611,-0.2164,0.9398,0.0428
2.750,1.6257,0.2061,1.0163,0.0309,-1.5713,-0.2194,1.0162,0.0726
2.772,1.6337,0.2086,1.0163,0.0309,-1.5815,-0.2224,1.0260,0.0731
2.794,1.6498,0.2136,1.0163,0.0309,-1.5931,-0.2256,1.0260,0.0731
2.816,1.6618,0.2174,1.0163,0.0309,-1.5982,-0.2271,1.0359,0.0737
2.838,1.6697,0.2200,1.0163,0.0309,-1.6133,-0.2317,1.0452,0.0742
2.860,1.6847,0.2248,1.0163,0.0309,-1.6235,-0.2348,1.0452,0.0742
2.882,1.6947,0.2280,1.0163,0.0309,-1.6336,-0.2379,1.0551,0.0748
2.904,1.7057,0.2317,1.0163,0.0309,-1.6403,-0.2398,1.0650,0.0754
2.926,1.7146,0.2346,1.0163,0.0309,-1.6554,-0.2445,1.0650,0.0754
2.948,1.7226,0.2373,1.0163,0.0309,-1.6655,-0.2476,1.0743,0.0759
2.968,1.7355,0.2416,1.0163,0.0309,-1.6755,-0.2508,1.0842,0.0765
2.990,1.7485,0.2460,1.0163,0.0309,-1.6874,-0.2555,1.0842,0.0765
3.012,1.7544,0.2481,1.1495,0.0501,-1.6974,-0.2588,1.1774,0.1084
3.032,1.7703,0.2535,1.1495,0.0501,-1.7075,-0.2620,1.1774,0.1084
3.054,1.7782,0.2563,1.1495,0.0501,-1.7176,-0.2653,1.1879,0.1094
3.076,1.7862,0.2591,1.1495,0.0501,-1.7328,-0.2703,1.1990,0.1104
3.096,1.7971,0.2630,1.1495,0.0501,-1.7418,-0.2722,1.1990,0.1104
3.118,1.8061,0.2662,1.1495,0.0501,-1.7520,-0.2755,1.2101,0.1115
3.138,1.8231,0.2722,1.1495,0.0501,-1.7622,-0.2789,1.2206,0.1125
3.160,1.8320,0.2754,1.1495,0.0501,-1.7723,-0.2823,1.2206,0.1125
3.182,1.8400,0.2783,1.1495,0.0501,-1.7825,-0.2857,1.2317,0.1135
3.202,1.8549,0.2837,1.2597,0.0778,-1.7921,-0.2888,1.2428,0.1145
3.224,1.8628,0.2866,1.2597,0.0778,-1.8022,-0.2922,1.2428,0.1145
3.246,1.8717,0.2899,1.2597,0.0778,-1.8174,-0.2974,1.2532,0.1155
3.266,1.8806,0.2932,1.2597,0.0778,-1.8276,-0.3009,1.2532,0.1155
3.288,1.8964,0.2992,1.2597,0.0778,-1.8377,-0.3045,1.2644,0.1165
3.310,1.9052,0.3026,1.2597,0.0778,-1.8465,-0.3092,1.2755,0.1176
3.330,1.9131,0.3056,1.2597,0.0778,-1.8566,-0.3128,1.2755,0.1176
3.352,1.9219,0.3090,1.2597,0.0778,-1.8667,-0.3165,1.2859,0.1185
3.372,1.9308,0.3125,1.2597,0.0778,-1.8768,-0.3201,1.2970,0.1196
3.394,1.9455,0.3183,1.3639,0.1065,-1.8869,-0.3239,1.2970,0.1196
3.416,1.9533,0.3214,1.3639,0.1065,-1.9003,-0.3317,1.3779,0.1740
3.436,1.9700,0.3280,1.3639,0.1065,-1.9103,-0.3355,1.3893,0.1757
3.458,1.9778,0.3312,1.3639,0.1065,-1.9204,-0.3394,1.3893,0.1757
3.480,1.9856,0.3344,1.3639,0.1065,-1.9304,-0.3433,1.4015,0.1775
3.500,1.9944,0.3380,1.3639,0.1065,-1.9381,-0.3478,1.4015,0.1775
3.522,2.0110,0.3448,1.3639,0.1065,-1.9481,-0.3518,1.4136,0.1794
3.544,2.0198,0.3484,1.3639,0.1065,-1.9581,-0.3558,1.4250,0.1811
3.564,2.0285,0.3521,1.3639,0.1065,-1.9681,-0.3598,1.4250,0.1811
3.586,2.0431,0.3583,1.3639,0.1065,-1.9831,-0.3659,1.4372,0.1829
3.608,2.0499,0.3612,1.4459,0.1373,-1.9915,-0.3711,1.4493,0.1847
3.628,2.0586,0.3649,1.4459,0.1373,-2.0014,-0.3753,1.4493,0.1847
3.650,2.0673,0.3687,1.4459,0.1373,-2.0114,-0.3795,1.4608,0.1864
3.670,2.0828,0.3754,1.4459,0.1373,-2.0214,-0.3837,1.4729,0.1883
3.692,2.0916,0.3791,1.4459,0.1373,-2.0314,-0.3878,1.4729,0.1883
3.714,2.0994,0.3825,1.4459,0.1373,-2.0418,-0.3954,1.4850,0.1901
3.734,2.1072,0.3858,1.4459,0.1373,-2.0518,-0.3995,1.4965,0.1918
3.756,2.1250,0.3932,1.4459,0.1373,-2.0619,-0.4037,1.4965,0.1918
3.778,2.1329,0.3965,1.4459,0.1373,-2.0721,-0.4078,1.5086,0.1936
3.798,2.1408,0.3997,1.5749,0.1635,-2.0798,-0.4120,1.5086,0.1936
3.820,2.1487,0.4030,1.5749,0.1635,-2.0900,-0.4161,1.5771,0.2413
3.842,2.1667,0.4104,1.5749,0.1635,-2.1002,-0.4202,1.5894,0.2436
3.862,2.1756,0.4140,1.5749,0.1635,-2.1104,-0.4244,1.5894,0.2436
3.884,2.1836,0.4173,1.5749,0.1635,-2.1258,-0.4306,1.6023,0.2461
3.904,2.1996,0.4239,1.5749,0.1635,-2.1297,-0.4327,1.6153,0.2486
3.926,2.2086,0.4275,1.5749,0.1635,-2.1451,-0.4389,1.6153,0.2486
3.948,2.2166,0.4308,1.5749,0.1635,-2.1554,-0.4430,1.6275,0.2510
3.968,2.2255,0.4345,1.5749,0.1635,-2.1657,-0.4472,1.6405,0.2535
3.990,2.2405,0.4407,1.5749,0.1635,-2.1760,-0.4514,1.6405,0.2535
4.010,2.2465,0.4432,1.6870,0.2122,-2.1796,-0.4538,1.6535,0.2560
4.030,2.2545,0.4465,1.6870,0.2122,-2.1898,-0.4579,1.6535,0.2560
4.050,2.2715,0.4536,1.6870,0.2122,-2.2000,-0.4621,1.6657,0.2583
4.070,2.2794,0.4569,1.6870,0.2122,-2.2102,-0.4663,1.6787,0.2608
4.090,2.2904,0.4615,1.6870,0.2122,-2.2204,-0.4705,1.6787,0.2608
4.110,2.2984,0.4648,1.6870,0.2122,-2.2290,-0.4746,1.6916,0.2633
4.130,2.3064,0.4682,1.6870,0.2122,-2.2391,-0.4788,1.6916,0.2633
4.150,2.3153,0.4720,1.6870,0.2122,-2.2493,-0.4831,1.7039,0.2657
4.170,2.3323,0.4793,1.6870,0.2122,-2.2594,-0.4874,1.7168,0.2682
4.190,2.3404,0.4827,1.6870,0.2122,-2.2696,-0.4918,1.7168,0.2682
4.210,2.3504,0.4870,1.7535,0.2170,-2.2789,-0.4952,1.7494,0.3031
4.230,2.3594,0.4910,1.7535,0.2170,-2.2891,-0.4995,1.7494,0.3031
4.250,2.3674,0.4945,1.7535,0.2170,-2.2992,-0.5039,1.7619,0.3059
4.270,2.3754,0.4980,1.7535,0.2170,-2.3094,-0.5084,1.7752,0.3089
4.290,2.3903,0.5047,1.7535,0.2170,-2.3195,-0.5128,1.7752,0.3089
4.310,2.3992,0.5088,1.7535,0.2170,-2.3234,-0.5181,1.7884,0.3119
4.330,2.4081,0.5128,1.7535,0.2170,-2.3333,-0.5227,1.7884,0.3119
4.350,2.4160,0.5165,1.7535,0.2170,-2.3433,-0.5273,1.8009,0.3147
4.370,2.4318,0.5238,1.7535,0.2170,-2.3532,-0.5319,1.8142,0.3177
4.390,2.4406,0.5280,1.7535,0.2170,-2.3632,-0.5366,1.8142,0.3177
4.410,2.4465,0.5308,1.8474,0.2255,-2.3699,-0.5402,1.8275,0.3207
4.430,2.4554,0.5349,1.8474,0.2255,-2.3797,-0.5448,1.8275,0.3207
4.450,2.4642,0.5391,1.8474,0.2255,-2.3896,-0.5495,1.8400,0.3235
4.470,2.4809,0.5470,1.8474,0.2255,-2.3995,-0.5542,1.8532,0.3265
4.490,2.4886,0.5508,1.8474,0.2255,-2.4093,-0.5589,1.8532,0.3265
4.510,2.4963,0.5546,1.8474,0.2255,-2.4123,-0.5641,1.8665,0.3294
4.530,2.5030,0.5580,1.8474,0.2255,-2.4217,-0.5689,1.8665,0.3294
4.550,2.5116,0.5624,1.8474,0.2255,-2.4312,-0.5738,1.8790,0.3323
4.570,2.5286,0.5712,1.8474,0.2255,-2.4406,-0.5788,1.8922,0.3352
4.590,2.5362,0.5752,1.9402,0.2364,-2.4500,-0.5839,1.8922,0.3352
4.610,2.5438,0.5791,1.9402,0.2364,-2.4573,-0.5876,1.9316,0.3350
4.630,2.5514,0.5831,1.9402,0.2364,-2.4668,-0.5928,1.9316,0.3350
4.650,2.5590,0.5871,1.9402,0.2364,-2.4762,-0.5979,1.9444,0.3378
4.670,2.5752,0.5956,1.9402,0.2364,-2.4857,-0.6031,1.9581,0.3407
4.690,2.5838,0.6001,1.9402,0.2364,-2.4953,-0.6082,1.9581,0.3407
4.710,2.5924,0.6047,1.9402,0.2364,-2.5051,-0.6176,1.9717,0.3437
4.730,2.6010,0.6092,1.9402,0.2364,-2.5146,-0.6229,1.9717,0.3437
4.750,2.6096,0.6138,1.9402,0.2364,-2.5242,-0.6282,1.9846,0.3464
4.770,2.6182,0.6183,1.9402,0.2364,-2.5337,-0.6335,1.9982,0.3494
4.790,2.6317,0.6254,1.9402,0.2364,-2.5433,-0.6389,1.9982,0.3494
4.810,2.6374,0.6285,2.0219,0.2158,-2.5518,-0.6416,2.0119,0.3523
4.830,2.6460,0.6331,2.0219,0.2158,-2.5614,-0.6469,2.0119,0.3523
4.850,2.6623,0.6418,2.0219,0.2158,-2.5710,-0.6522,2.0247,0.3551
4.870,2.6700,0.6459,2.0219,0.2158,-2.5806,-0.6576,2.0384,0.3580
4.890,2.6796,0.6511,2.0219,0.2158,-2.5902,-0.6629,2.0384,0.3580
4.910,2.6882,0.6557,2.0219,0.2158,-2.5982,-0.6670,2.0520,0.3610
4.930,2.6968,0.6604,2.0219,0.2158,-2.6078,-0.6723,2.0520,0.3610
4.950,2.7045,0.6646,2.0219,0.2158,-2.6174,-0.6777,2.0649,0.3637
4.970,2.7131,0.6693,2.0219,0.2158,-2.6270,-0.6831,2.0785,0.3667
4.990,2.7274,0.6772,2.0219,0.2158,-2.6366,-0.6885,2.0785,0.3667
5.010,2.7331,0.6803,2.1051,0.2259,-2.6441,-0.6925,2.0964,0.3400
5.030,2.7407,0.6845,2.1051,0.2259,-2.6537,-0.6979,2.0964,0.3400
5.050,2.7571,0.6935,2.1051,0.2259,-2.6633,-0.7034,2.1093,0.3423
5.070,2.7648,0.6978,2.1051,0.2259,-2.6730,-0.7089,2.1230,0.3448
5.090,2.7754,0.7036,2.1051,0.2259,-2.6821,-0.7138,2.1230,0.3448
5.110,2.7842,0.7085,2.1051,0.2259,-2.6918,-0.7196,2.1367,0.3473
5.130,2.7920,0.7128,2.1051,0.2259,-2.7016,-0.7254,2.1367,0.3473
5.150,2.8008,0.7176,2.1051,0.2259,-2.7114,-0.7312,2.1496,0.3497
5.170,2.8095,0.7225,2.1051,0.2259,-2.7211,-0.7370,2.1633,0.3522
5.190,2.8241,0.7306,2.1719,0.2223,-2.7309,-0.7429,2.1633,0.3522
5.210,2.8310,0.7344,2.1719,0.2223,-2.7386,-0.7449,2.1770,0.3547
5.230,2.8397,0.7393,2.1719,0.2223,-2.7484,-0.7507,2.1770,0.3547
5.250,2.8475,0.7437,2.1719,0.2223,-2.7581,-0.7565,2.1899,0.3570
5.270,2.8630,0.7525,2.1719,0.2223,-2.7679,-0.7622,2.2037,0.3595
5.290,2.8726,0.7579,2.1719,0.2223,-2.7811,-0.7684,2.2037,0.3595
5.310,2.8813,0.7629,2.1719,0.2223,-2.7909,-0.7742,2.2174,0.3620
5.330,2.8890,0.7673,2.1719,0.2223,-2.8007,-0.7800,2.2174,0.3620
5.350,2.8966,0.7717,2.1719,0.2223,-2.8105,-0.7859,2.2303,0.3644
5.370,2.9052,0.7766,2.1719,0.2223,-2.8202,-0.7917,2.2440,0.3669
5.390,2.9205,0.7855,2.1719,0.2223,-2.8300,-0.7976,2.2440,0.3669
5.410,2.9272,0.7894,2.2554,0.2432,-2.8389,-0.8014,2.2462,0.3686
5.430,2.9357,0.7944,2.2554,0.2432,-2.8486,-0.8072,2.2462,0.3686
5.450,2.9443,0.7994,2.2554,0.2432,-2.8583,-0.8131,2.2589,0.3709
5.470,2.9528,0.8044,2.2554,0.2432,-2.8681,-0.8189,2.2725,0.3734
5.490,2.9679,0.8134,2.2554,0.2432,-2.8778,-0.8248,2.2725,0.3734
5.510,2.9764,0.8185,2.2554,0.2432,-2.8835,-0.8247,2.2860,0.3759
5.530,2.9849,0.8236,2.2554,0.2432,-2.8931,-0.8304,2.2860,0.3759
5.550,2.9925,0.8281,2.2554,0.2432,-2.9028,-0.8362,2.2987,0.3782
5.570,3.0009,0.8332,2.2554,0.2432,-2.9124,-0.8419,2.3123,0.3807
5.590,3.0150,0.8417,2.2554,0.2432,-2.9221,-0.8477,2.3123,0.3807
5.610,3.0216,0.8457,2.3032,0.2484,-2.9318,-0.8530,2.3258,0.3832
5.630,3.0291,0.8502,2.3032,0.2484,-2.9413,-0.8588,2.3258,0.3832
5.650,3.0375,0.8554,2.3032,0.2484,-2.9509,-0.8645,2.3386,0.3855
5.670,3.0534,0.8652,2.3032,0.2484,-2.9605,-0.8703,2.3521,0.3880
5.690,3.0618,0.8703,2.3032,0.2484,-2.9701,-0.8760,2.3521,0.3880
5.710,3.0702,0.8755,2.3032,0.2484,-2.9790,-0.8822,2.3657,0.3905
5.730,3.0786,0.8807,2.3032,0.2484,-2.9885,-0.8880,2.3657,0.3905
5.750,3.0860,0.8854,2.3032,0.2484,-2.9981,-0.8938,2.3784,0.3928
5.770,3.0943,0.8906,2.3032,0.2484,-3.0077,-0.8996,2.3920,0.3953
5.790,3.1082,0.8994,2.3032,0.2484,-3.0172,-0.9055,2.3920,0.3953
5.810,3.1165,0.9046,2.3032,0.2484,-3.0227,-0.9101,2.4055,0.3978
5.830,3.1230,0.9088,2.3446,0.2251,-3.0321,-0.9159,2.4055,0.3978
5.850,3.1303,0.9135,2.3446,0.2251,-3.0415,-0.9218,2.3455,0.3648
5.870,3.1459,0.9236,2.3446,0.2251,-3.0509,-0.9277,2.3580,0.3667
5.890,3.1542,0.9289,2.3446,0.2251,-3.0603,-0.9336,2.3580,0.3667
5.910,3.1624,0.9342,2.3446,0.2251,-3.0697,-0.9403,2.3704,0.3687
5.930,3.1697,0.9390,2.3446,0.2251,-3.0791,-0.9462,2.3704,0.3687
5.950,3.1779,0.9444,2.3446,0.2251,-3.0886,-0.9522,2.3822,0.3705
5.970,3.1852,0.9491,2.3446,0.2251,-3.0980,-0.9581,2.3946,0.3725
5.990,3.1998,0.9587,2.3446,0.2251,-3.1058,-0.9643,2.3946,0.3725
6.010,3.2071,0.9635,2.3446,0.2251,-3.1152,-0.9702,2.4071,0.3745
6.030,3.2153,0.9688,2.4378,0.2668,-3.1246,-0.9762,2.4071,0.3745
6.050,3.2225,0.9736,2.4378,0.2668,-3.1340,-0.9822,2.4188,0.3763
6.070,3.2307,0.9790,2.4378,0.2668,-3.1435,-0.9882,2.4313,0.3783
6.090,3.2453,0.9886,2.4378,0.2668,-3.1529,-0.9941,2.4313,0.3783
6.110,3.2525,0.9935,2.4378,0.2668,-3.1596,-1.0001,2.4438,0.3802
6.130,3.2607,0.9989,2.4378,0.2668,-3.1690,-1.0061,2.4438,0.3802
6.150,3.2689,1.0043,2.4378,0.2668,-3.1784,-1.0121,2.4555,0.3821
6.170,3.2834,1.0140,2.4378,0.2668,-3.1878,-1.0181,2.4680,0.3840
6.190,3.2906,1.0189,2.4378,0.2668,-3.1911,-1.0261,2.4680,0.3840
6.210,3.2988,1.0244,2.4378,0.2668,-3.2004,-1.0323,2.4804,0.3860
6.230,3.3060,1.0292,2.5166,0.2964,-3.2097,-1.0384,2.4804,0.3860
