t,gt_x,gt_y,kiss_x,kiss_y,ov_x,ov_y,ego_x,ego_y
0.000,0.2743,0.0162,0.3137,0.0409,-0.2828,-0.0231,0.3554,0.0409
0.022,0.2743,0.0162,0.3137,0.0409,-0.2807,-0.0228,0.3568,0.0414
0.044,0.2744,0.0162,0.3137,0.0409,-0.2808,-0.0230,0.3581,0.0419
0.064,0.2748,0.0162,0.3137,0.0409,-0.2812,-0.0231,0.3581,0.0419
0.086,0.2761,0.0160,0.3137,0.0409,-0.2812,-0.0231,0.3581,0.0419
0.106,0.2767,0.0160,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.128,0.2788,0.0158,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.150,0.2803,0.0157,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.170,0.2821,0.0156,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.192,0.2838,0.0155,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.214,0.2882,0.0154,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.234,0.2909,0.0154,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.256,0.2938,0.0154,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.278,0.2970,0.0155,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.298,0.3023,0.0156,0.3121,0.0403,-0.2812,-0.0231,0.3581,0.0419
0.320,0.3051,0.0157,0.3286,0.1107,-0.2812,-0.0231,0.3581,0.0419
0.342,0.3089,0.0159,0.3286,0.1107,-0.2812,-0.0231,0.3581,0.0419
0.362,0.3128,0.0162,0.3286,0.1107,-0.2815,-0.0231,0.3581,0.0419
0.384,0.3188,0.0166,0.3286,0.1107,-0.3160,-0.0244,0.3699,0.0993
0.404,0.3262,0.0172,0.3286,0.1107,-0.3286,-0.0216,0.3699,0.0993
0.426,0.3308,0.0176,0.3286,0.1107,-0.3358,-0.0221,0.3712,0.1019
0.448,0.3351,0.0179,0.3286,0.1107,-0.3408,-0.0225,0.3725,0.1042
0.468,0.3436,0.0187,0.3286,0.1107,-0.3462,-0.0230,0.3725,0.1042
0.490,0.3484,0.0192,0.3286,0.1107,-0.3518,-0.0235,0.3738,0.1068
0.512,0.3570,0.0201,0.3530,0.1353,-0.3601,-0.0236,0.3751,0.1093
0.532,0.3615,0.0205,0.3530,0.1353,-0.3663,-0.0241,0.3751,0.1093
0.554,0.3668,0.0211,0.3530,0.1353,-0.3728,-0.0247,0.3763,0.1117
0.576,0.3770,0.0222,0.3530,0.1353,-0.3828,-0.0257,0.3763,0.1117
0.596,0.3833,0.0229,0.3530,0.1353,-0.3909,-0.0278,0.3776,0.1143
0.618,0.3883,0.0234,0.3530,0.1353,-0.3981,-0.0286,0.3790,0.1168
0.638,0.3948,0.0242,0.3530,0.1353,-0.4055,-0.0294,0.3790,0.1168
0.660,0.4082,0.0257,0.3530,0.1353,-0.4129,-0.0302,0.3802,0.1192
0.682,0.4151,0.0265,0.3530,0.1353,-0.4205,-0.0311,0.3815,0.1217
0.702,0.4212,0.0272,0.3390,0.1403,-0.4308,-0.0358,0.3815,0.1217
0.724,0.4322,0.0284,0.3390,0.1403,-0.4388,-0.0368,0.3775,0.1244
0.746,0.4393,0.0293,0.3390,0.1403,-0.4511,-0.0384,0.3786,0.1268
0.766,0.4457,0.0300,0.3390,0.1403,-0.4594,-0.0394,0.3786,0.1268
0.788,0.4594,0.0317,0.3390,0.1403,-0.4677,-0.0405,0.3798,0.1293
0.810,0.4643,0.0322,0.3390,0.1403,-0.4736,-0.0393,0.3798,0.1293
0.830,0.4709,0.0330,0.3390,0.1403,-0.4821,-0.0404,0.3809,0.1319
0.852,0.4850,0.0347,0.3390,0.1403,-0.4906,-0.0416,0.3820,0.1343
0.874,0.4916,0.0356,0.3390,0.1403,-0.4992,-0.0428,0.3820,0.1343
0.894,0.4983,0.0364,0.3390,0.1403,-0.5109,-0.0453,0.3832,0.1368
0.916,0.5111,0.0379,0.3682,0.1308,-0.5196,-0.0465,0.3844,0.1393
0.936,0.5171,0.0387,0.3682,0.1308,-0.5285,-0.0478,0.3844,0.1393
0.958,0.5249,0.0396,0.3682,0.1308,-0.5375,-0.0491,0.3854,0.1417
0.980,0.5388,0.0413,0.3682,0.1308,-0.5465,-0.0504,0.3866,0.1443
1.000,0.5466,0.0423,0.3682,0.1308,-0.5545,-0.0529,0.3866,0.1443
1.022,0.5527,0.0431,0.3682,0.1308,-0.5635,-0.0543,0.3878,0.1468
1.044,0.5685,0.0451,0.3682,0.1308,-0.5772,-0.0565,0.3889,0.1492
1.064,0.5765,0.0461,0.3682,0.1308,-0.5864,-0.0579,0.3889,0.1492
1.086,0.5836,0.0470,0.3682,0.1308,-0.5957,-0.0594,0.3900,0.1518
1.108,0.5962,0.0486,0.3682,0.1308,-0.6033,-0.0624,0.3900,0.1518
1.128,0.6044,0.0496,0.3682,0.1308,-0.6127,-0.0639,0.3912,0.1543
1.150,0.6116,0.0505,0.3682,0.1308,-0.6222,-0.0654,0.3923,0.1567
1.170,0.6198,0.0515,0.3682,0.1308,-0.6316,-0.0669,0.3923,0.1567
1.192,0.6345,0.0533,0.3682,0.1308,-0.6412,-0.0684,0.3934,0.1593
1.214,0.6464,0.0547,0.3682,0.1308,-0.6522,-0.0712,0.3946,0.1618
1.234,0.6519,0.0554,0.3682,0.1308,-0.6569,-0.0719,0.3946,0.1618
1.256,0.6593,0.0563,0.3682,0.1308,-0.6712,-0.0743,0.3957,0.1642
1.278,0.6731,0.0581,0.3682,0.1308,-0.6807,-0.0760,0.3968,0.1667
1.298,0.6851,0.0596,0.3682,0.1308,-0.6903,-0.0776,0.3968,0.1667
1.320,0.6916,0.0605,0.4374,0.1688,-0.6966,-0.0770,0.4468,0.1626
1.342,0.6990,0.0614,0.4374,0.1688,-0.7061,-0.0786,0.4468,0.1626
1.362,0.7137,0.0635,0.4374,0.1688,-0.7155,-0.0803,0.4489,0.1649
1.384,0.7201,0.0644,0.4374,0.1688,-0.7249,-0.0821,0.4511,0.1673
1.406,0.7329,0.0663,0.4374,0.1688,-0.7347,-0.0830,0.4511,0.1673
1.426,0.7402,0.0675,0.4374,0.1688,-0.7440,-0.0848,0.4533,0.1697
1.448,0.7465,0.0685,0.4374,0.1688,-0.7532,-0.0866,0.4554,0.1719
1.468,0.7601,0.0707,0.4374,0.1688,-0.7624,-0.0885,0.4554,0.1719
1.490,0.7710,0.0725,0.4374,0.1688,-0.7716,-0.0904,0.4576,0.1743
1.512,0.7773,0.0736,0.4374,0.1688,-0.7764,-0.0896,0.4599,0.1767
1.532,0.7908,0.0759,0.4374,0.1688,-0.7854,-0.0915,0.4599,0.1767
1.554,0.7980,0.0772,0.4374,0.1688,-0.7945,-0.0934,0.4620,0.1790
1.576,0.8052,0.0785,0.4374,0.1688,-0.8080,-0.0964,0.4620,0.1790
1.596,0.8196,0.0811,0.4374,0.1688,-0.8167,-0.0944,0.4642,0.1814
1.618,0.8259,0.0823,0.4374,0.1688,-0.8257,-0.0964,0.4664,0.1838
1.640,0.8340,0.0838,0.4374,0.1688,-0.8347,-0.0984,0.4664,0.1838
1.660,0.8421,0.0853,0.4374,0.1688,-0.8437,-0.1004,0.4685,0.1861
1.682,0.8564,0.0881,0.4374,0.1688,-0.8527,-0.1024,0.4708,0.1885
1.702,0.8636,0.0895,0.4374,0.1688,-0.8610,-0.1008,0.4708,0.1885
1.724,0.8770,0.0922,0.5547,0.2423,-0.8699,-0.1028,0.4730,0.1909
1.746,0.8850,0.0938,0.5547,0.2423,-0.8833,-0.1058,0.5485,0.2337
1.766,0.8931,0.0954,0.5547,0.2423,-0.8923,-0.1078,0.5485,0.2337
1.788,0.9003,0.0969,0.5547,0.2423,-0.9012,-0.1099,0.5522,0.2369
1.810,0.9120,0.0992,0.5547,0.2423,-0.9102,-0.1099,0.5522,0.2369
1.830,0.9193,0.1007,0.5547,0.2423,-0.9193,-0.1119,0.5558,0.2400
1.852,0.9347,0.1037,0.5547,0.2423,-0.9283,-0.1139,0.5592,0.2430
1.874,0.9419,0.1052,0.5547,0.2423,-0.9373,-0.1159,0.5592,0.2430
1.894,0.9491,0.1067,0.5547,0.2423,-0.9506,-0.1191,0.5628,0.2462
1.916,0.9626,0.1095,0.5547,0.2423,-0.9596,-0.1211,0.5665,0.2494
1.938,0.9689,0.1108,0.6211,0.1669,-0.9685,-0.1232,0.5665,0.2494
1.958,0.9769,0.1125,0.6211,0.1669,-0.9773,-0.1253,0.5699,0.2524
1.980,0.9912,0.1156,0.6211,0.1669,-0.9862,-0.1274,0.5735,0.2555
2.000,0.9984,0.1171,0.6211,0.1669,-0.9932,-0.1278,0.5735,0.2555
2.022,1.0055,0.1187,0.6211,0.1669,-1.0020,-0.1299,0.5771,0.2587
2.044,1.0197,0.1219,0.6211,0.1669,-1.0107,-0.1320,0.5805,0.2617
2.064,1.0268,0.1235,0.6211,0.1669,-1.0195,-0.1341,0.5805,0.2617
2.086,1.0339,0.1251,0.6211,0.1669,-1.0325,-0.1374,0.5842,0.2649
2.108,1.0472,0.1281,0.6211,0.1669,-1.0412,-0.1385,0.5842,0.2649
2.128,1.0535,0.1296,0.6211,0.1669,-1.0499,-0.1406,0.5878,0.2680
2.150,1.0614,0.1314,0.6211,0.1669,-1.0586,-0.1427,0.5912,0.2710
2.172,1.0766,0.1348,0.6211,0.1669,-1.0673,-0.1448,0.5912,0.2710
2.192,1.0837,0.1364,0.6211,0.1669,-1.0760,-0.1469,0.5948,0.2742
2.214,1.0971,0.1394,0.7323,0.1078,-1.0837,-0.1461,0.7194,0.1284
