-0.0244,-0.2847,0.0
-0.0245,-0.2829,0.0
-0.0246,-0.2815,0.0
-0.0250,-0.2816,0.0
-0.0252,-0.2810,0.0
-0.0256,-0.2808,0.0
-0.0259,-0.2809,0.0
-0.0263,-0.2817,0.0
-0.0267,-0.2883,0.0
-0.0270,-0.2900,0.0
-0.0274,-0.2923,0.0
-0.0278,-0.2949,0.0
-0.0282,-0.2974,0.0
-0.0291,-0.3074,0.0
-0.0296,-0.3114,0.0
-0.0300,-0.3158,0.0
-0.0304,-0.3198,0.0
-0.0304,-0.3330,0.0
-0.0309,-0.3388,0.0
-0.0313,-0.3442,0.0
-0.0318,-0.3507,0.0
-0.0322,-0.3576,0.0
-0.0336,-0.3693,0.0
-0.0343,-0.3807,0.0
-0.0348,-0.3891,0.0
-0.0353,-0.3979,0.0
-0.0357,-0.4056,0.0
-0.0372,-0.4224,0.0
-0.0377,-0.4323,0.0
-0.0381,-0.4408,0.0
-0.0386,-0.4510,0.0
-0.0391,-0.4612,0.0
-0.0377,-0.4736,0.0
-0.0382,-0.4889,0.0
-0.0386,-0.4997,0.0
-0.0389,-0.5107,0.0
-0.0399,-0.5152,0.0
-0.0402,-0.5261,0.0
-0.0404,-0.5371,0.0
-0.0404,-0.5465,0.0
-0.0404,-0.5576,0.0
-0.0387,-0.5627,0.0
-0.0386,-0.5720,0.0
-0.0382,-0.5877,0.0
-0.0380,-0.5987,0.0
-0.0377,-0.6097,0.0
-0.0361,-0.6125,0.0
-0.0358,-0.6232,0.0
-0.0355,-0.6340,0.0
-0.0353,-0.6432,0.0
-0.0349,-0.6539,0.0
-0.0319,-0.6586,0.0
-0.0316,-0.6676,0.0
-0.0310,-0.6827,0.0
-0.0306,-0.6932,0.0
-0.0286,-0.6995,0.0
-0.0281,-0.7085,0.0
-0.0276,-0.7189,0.0
-0.0271,-0.7294,0.0
-0.0268,-0.7384,0.0
-0.0246,-0.7445,0.0
-0.0242,-0.7549,0.0
-0.0238,-0.7639,0.0
-0.0232,-0.7789,0.0
-0.0228,-0.7894,0.0
-0.0202,-0.7960,0.0
-0.0198,-0.8049,0.0
-0.0194,-0.8154,0.0
-0.0189,-0.8258,0.0
-0.0185,-0.8348,0.0
-0.0174,-0.8415,0.0
-0.0169,-0.8519,0.0
-0.0164,-0.8608,0.0
-0.0155,-0.8758,0.0
-0.0163,-0.8820,0.0
-0.0156,-0.8925,0.0
-0.0149,-0.9014,0.0
-0.0141,-0.9119,0.0
-0.0132,-0.9225,0.0
-0.0150,-0.9259,0.0
-0.0141,-0.9362,0.0
-0.0132,-0.9466,0.0
-0.0123,-0.9555,0.0
-0.0108,-0.9703,0.0
-0.0093,-0.9776,0.0
-0.0082,-0.9878,0.0
-0.0072,-0.9965,0.0
-0.0059,-1.0068,0.0
-0.0047,-1.0170,0.0
-0.0029,-1.0247,0.0
-0.0016,-1.0349,0.0
-0.0002,-1.0451,0.0
0.0009,-1.0538,0.0
